"","date","word_count","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1","2017-02-13",27,0,0,0,0,0,0,0,0,0,0
"2","2017-02-10",4,0,0,0,0,0,0,0,0,0,0
"3","2017-02-09",207,2,3,2,2,1,3,0,1,5,8
"4","2017-02-08",103,0,0,0,0,2,2,0,2,2,4
"5","2017-02-02",11,0,0,0,0,0,0,0,0,0,0
