,DY,EBITG,EV2EBITDA,M2B,MOMENTUM,PB,PE,PF,PS,RETURN,days,surprise
19420,0,17.457,19.732,18.295,-0.13692,17.585,26.734,28.575,10.506,0.10808,5,89.1
19421,0,17.457,19.71,18.274,-0.16916,17.565,26.704,28.544,10.494,0.13818,6,89.1
19440,0.73,-37.019,4.2085,1.8273,0.1084,1.3336,4.9214,8.4457,0.2864,0.03224,1,29.1
19441,0.7371,-37.019,4.1718,1.8098,0.055096,1.3207,4.8741,8.3646,0.2837,0.035925,2,29.1
19442,0.7423,-37.019,4.1454,1.7971,0.039249,1.3115,4.84,8.306,0.2817,0.025975,3,29.1
19443,0.7433,-37.019,4.1406,1.7948,0.054672,1.3098,4.8339,8.2955,0.2813,0.018791,4,29.1
19444,0.7341,-37.019,4.1874,1.8173,0.071677,1.3262,4.8943,8.3992,0.2848,0.017503,5,29.1
19445,0.738,-37.019,4.1671,1.8075,0.0070448,1.3191,4.868,8.3541,0.2833,0.030213,6,29.1
19446,0,-8.8235,12.35,2.1646,-0.35182,2.7806,46.508,38.337,3.3398,-0.032243,1,-19.7
19447,0,-8.8235,12.259,2.1439,-0.35013,2.7522,46.033,37.946,3.3057,-0.028854,2,-19.7
19448,0,-8.8235,12.23,2.1374,-0.36617,2.7406,45.839,37.785,3.2917,-0.038781,3,-19.7
19449,0,-8.8235,12.241,2.1397,-0.36207,2.7471,45.947,37.874,3.2995,-0.042839,4,-19.7
19450,0,-8.8235,11.995,2.084,-0.36687,2.6741,44.726,36.868,3.2118,-0.040583,5,-19.7
19451,0,-8.8235,11.875,2.0567,-0.352,2.6354,44.078,36.334,3.1653,-0.066064,6,-19.7
19458,5.2283,-8.6111,9.0514,2.6587,-0.18651,1.564,9.3094,31.802,1.2774,0.0058991,1,-3.5
19459,5.1847,-8.6111,9.1017,2.6811,-0.15831,1.5771,9.3877,32.069,1.2882,0.0025302,2,-3.5
19460,5.1447,-8.6111,9.1487,2.7019,-0.16237,1.5894,9.4607,32.319,1.2982,0.010955,3,-3.5
19461,5.1461,-8.6111,9.147,2.7012,-0.18803,1.589,9.4581,32.31,1.2978,0.018822,4,-3.5
19462,5.0941,-8.6111,9.209,2.7288,-0.18274,1.6052,9.5546,32.64,1.3111,0.018541,5,-3.5
19463,5.0555,-8.6111,9.256,2.7496,-0.20499,1.6175,9.6276,32.889,1.3211,0.028933,6,-3.5
19476,0,-5.1672,14.445,1.7593,0.19313,1.767,18.633,13.779,2.8888,-0.0065041,1,65.2
19477,0,-5.1672,14.333,1.742,0.1988,1.7495,18.449,13.644,2.8603,-0.010298,2,65.2
19478,0,-5.1672,13.971,1.6861,0.20243,1.6934,17.857,13.206,2.7686,-0.020054,3,65.2
19479,0,-5.1672,13.884,1.6726,0.24571,1.6799,17.714,13.1,2.7464,-0.051491,4,65.2
19480,0,-5.1672,13.965,1.6852,0.24539,1.6925,17.847,13.198,2.767,-0.059079,5,65.2
19481,0,-5.1672,13.89,1.6736,0.27273,1.6808,17.724,13.108,2.748,-0.052033,6,65.2
19500,3.5885,-39.799,3.3814,2.1567,-0.17035,1.0151,3.4862,7.3737,0.2557,0.0063102,1,5.1
19501,3.5659,-39.799,3.4019,2.1704,-0.1687,1.0215,3.5083,7.4206,0.2574,-0.0079715,2,5.1
19502,3.5922,-39.799,3.3781,2.1546,-0.20452,1.0141,3.4827,7.3663,0.2555,-0.0016613,3,5.1
19503,3.6034,-39.799,3.368,2.1478,-0.21521,1.0109,3.4718,7.3433,0.2547,-0.0089673,4,5.1
19504,3.4889,-39.799,3.4737,2.2183,-0.1956,1.0441,3.5857,7.5844,0.2631,-0.012067,5,5.1
19505,3.5291,-39.799,3.4358,2.1931,-0.25661,1.0322,3.5449,7.498,0.2601,0.020368,6,5.1
19512,0,10.007,95,10.443,-0.36585,10.544,160.94,541.71,21.775,0.045082,1,2.3
19513,0,10.007,93.96,10.337,-0.35319,10.437,159.31,536.23,21.555,0.032228,2,2.3
19514,0,10.007,93.7,10.311,-0.35661,10.41,158.9,534.86,21.5,0.021796,3,2.3
19515,0,10.007,94.183,10.36,-0.36125,10.46,159.66,537.4,21.602,0.019188,4,2.3
19516,0,10.007,95.018,10.445,-0.36329,10.546,160.96,541.8,21.779,0.024031,5,2.3
19517,0,10.007,94.851,10.428,-0.37665,10.528,160.7,540.92,21.743,0.032414,6,2.3
19548,2.2119,-16.919,6.2101,3.8701,-0.18018,2.9122,8.7548,10.16,1.0224,0.013226,1,12.1
19549,2.2081,-16.919,6.2212,3.8767,-0.19556,2.9172,8.7698,10.177,1.0241,0.019434,2,12.1
19550,2.2142,-16.919,6.2033,3.866,-0.19694,2.9091,8.7455,10.149,1.0213,0.021189,3,12.1
19551,2.2246,-16.919,6.1461,3.8317,-0.20198,2.8955,8.7048,10.102,1.0165,0.018354,4,12.1
19552,2.2048,-16.919,6.2033,3.866,-0.19067,2.9215,8.7827,10.192,1.0256,0.01361,5,12.1
19553,2.2119,-16.919,6.1828,3.8537,-0.21624,2.9122,8.7548,10.16,1.0224,0.022691,6,12.1
19650,3.9102,-57.786,4.8276,2.3332,-0.23197,1.6141,6.4497,10.711,0.5756,-0.0057743,1,2.5
19651,3.932,-57.786,4.8005,2.3202,-0.23176,1.6051,6.4139,10.651,0.5724,-0.0092666,2,2.5
19652,3.9715,-57.786,4.7523,2.2971,-0.2408,1.5892,6.3501,10.545,0.5667,-0.014771,3,2.5
19653,3.9118,-57.786,4.8256,2.3323,-0.2153,1.6134,6.4471,10.706,0.5753,-0.024573,4,2.5
19654,3.9347,-57.786,4.7972,2.3187,-0.24156,1.604,6.4095,10.644,0.572,-0.0096694,5,2.5
19655,3.9891,-57.786,4.7312,2.287,-0.23513,1.5822,6.3221,10.499,0.5642,-0.015444,6,2.5
19698,0,11.035,42.619,12.24,-0.44615,12.303,56.164,88.707,9.1727,0.082955,1,6.8
19699,0,11.035,43.688,12.532,-0.45365,12.596,57.503,90.823,9.3914,0.079692,2,6.8
19700,0,11.035,43.257,12.415,-0.46459,12.478,56.964,89.971,9.3033,0.10544,3,6.8
19701,0,11.035,42.464,12.198,-0.4492,12.26,55.97,88.401,9.141,0.095072,4,6.8
19702,0,11.035,42.512,12.211,-0.45696,12.273,56.03,88.496,9.1509,0.075964,5,6.8
19703,0,11.035,42.527,12.215,-0.40454,12.277,56.048,88.525,9.1539,0.077129,6,6.8
19758,0,33.52,9.0034,2.3096,0.11815,1.8013,13.114,8.8928,1.2853,0.094117,1,27.8
19759,0,33.52,9.275,2.3788,0.13962,1.8552,13.507,9.1591,1.3238,0.10128,2,27.8
19760,0,33.52,9.0624,2.3246,0.022617,1.813,13.2,8.9506,1.2936,0.13426,3,27.8
19761,0,33.52,9.061,2.3243,0.023896,1.8127,13.198,8.9493,1.2935,0.10844,4,27.8
19762,0,33.52,9.4039,2.4116,-0.0254,1.8809,13.694,9.2856,1.3421,0.10827,5,27.8
19763,0,33.52,9.3916,2.4085,-0.075762,1.8784,13.676,9.2734,1.3403,0.14992,6,27.8
19806,1.0316,21.863,5.0577,1.573,0.21181,1.471,3.9142,62.152,1.769,-0.011175,1,2.3
19807,1.0372,21.863,5.045,1.5645,0.23944,1.463,3.8929,61.814,1.7593,-0.015599,2,2.3
19808,1.0497,21.863,5.0173,1.5459,0.20539,1.4456,3.8467,61.079,1.7384,-0.020954,3,2.3
19809,1.0625,21.863,4.9896,1.5273,0.23028,1.4282,3.8004,60.344,1.7175,-0.032596,4,2.3
19810,1.0447,21.863,5.0283,1.5533,0.198,1.4526,3.8652,61.373,1.7468,-0.044238,5,2.3
19811,1.0409,21.863,5.0367,1.5589,0.17232,1.4578,3.8791,61.593,1.7531,-0.02794,6,2.3
19830,14.12,33.912,25.27,1.2242,-0.161,0.3504,5.455,3.147,0.5477,0.0072491,1,19.6
19831,14.313,33.912,25.238,1.2078,-0.18421,0.3456,5.3817,3.1047,0.5403,0.023167,2,19.6
19832,14.627,33.912,25.187,1.1818,-0.17515,0.3382,5.2659,3.038,0.5287,0.0094036,3,19.6
19833,14.66,33.912,25.182,1.1792,-0.16472,0.3375,5.2544,3.0313,0.5275,-0.012293,4,19.6
19834,14.416,33.912,25.221,1.1991,-0.16146,0.3432,5.3431,3.0825,0.5364,-0.014473,5,19.6
19835,14.395,33.912,25.224,1.2009,-0.1906,0.3437,5.3508,3.0869,0.5372,0.0021798,6,19.6
19854,2.4353,94.687,17.813,20.951,-0.30123,16.048,20.285,20.643,1.4665,0.097629,1,7.6
19855,2.3791,94.687,18.218,21.446,-0.28926,16.427,20.764,21.13,1.5011,0.075967,2,7.6
19856,2.3225,94.687,18.647,21.969,-0.30797,16.828,21.27,21.646,1.5377,0.10138,3,7.6
19857,2.3804,94.687,18.209,21.434,-0.30894,16.419,20.753,21.119,1.5003,0.12825,4,7.6
19858,2.3387,94.687,18.435,21.71,-0.29684,16.711,21.123,21.495,1.527,0.10081,5,7.6
19859,2.3321,94.687,18.485,21.772,-0.31027,16.759,21.183,21.556,1.5314,0.1204,6,7.6
19902,0,1.5238,16.569,6.4172,-0.33468,5.4225,20.906,16.805,4.5439,-0.0083587,1,6.1
19903,0,1.5238,16.601,6.4286,-0.36525,5.4322,20.943,16.835,4.5519,0.021083,2,6.1
19904,0,1.5238,16.324,6.3304,-0.35714,5.3492,20.623,16.578,4.4824,0.0229,3,6.1
19905,0,1.5238,16.215,6.2916,-0.29989,5.3164,20.497,16.476,4.4549,0.0072705,4,6.1
19906,0,1.5238,15.989,6.2116,-0.29013,5.2488,20.236,16.267,4.3983,0.0010925,5,6.1
19907,0,1.5238,16.163,6.2733,-0.27326,5.3009,20.437,16.429,4.4419,-0.011632,6,6.1
20004,0.6287,34.43,17.187,2.4232,-0.32508,1.8951,19.279,26.268,2.2753,0.015665,1,3.2
20005,0.6408,34.43,16.916,2.3812,-0.3478,1.8594,18.916,25.774,2.2326,0.041778,2,3.2
20006,0.6519,34.43,16.673,2.3436,-0.33023,1.8278,18.594,25.335,2.1945,0.022194,3,3.2
20007,0.6413,34.43,16.885,2.3764,-0.33024,1.8579,18.9,25.752,2.2307,0.004787,4,3.2
20008,0.6391,34.43,16.904,2.3795,-0.33305,1.8642,18.965,25.84,2.2383,0.021326,5,3.2
20009,0.6405,34.43,16.854,2.3717,-0.33362,1.8602,18.924,25.785,2.2335,0.024803,6,3.2
20112,1.0158,27.3,11.363,2.2237,-0.30282,1.9231,17.242,13.315,1.7882,0.0082412,1,20.9
20113,1.0433,27.3,11.104,2.1651,-0.2502,1.8724,16.788,12.964,1.7411,0.0028423,2,20.9
20114,1.0568,27.3,10.982,2.1374,-0.22414,1.8484,16.573,12.798,1.7188,-0.023587,3,20.9
20115,1.0363,27.3,11.168,2.1796,-0.21933,1.885,16.9,13.051,1.7528,-0.03609,4,20.9
20116,1.0315,27.3,11.213,2.1897,-0.2356,1.8937,16.979,13.111,1.7609,-0.017051,5,20.9
20117,1.0339,27.3,11.19,2.1847,-0.24682,1.8893,16.939,13.081,1.7568,-0.012503,6,20.9
20136,2.4282,-14.17,13.27,6.8471,-0.11846,5.1054,15.714,19.599,2.2416,-0.018439,1,-0.3
20137,2.4354,-14.17,13.23,6.8267,-0.12028,5.0902,15.668,19.541,2.2349,-0.0091469,2,-0.3
20138,2.432,-14.17,13.249,6.8364,-0.11102,5.0974,15.69,19.569,2.2381,-0.012092,3,-0.3
20139,2.4497,-14.17,13.153,6.7871,-0.1089,5.0607,15.577,19.428,2.2219,-0.010703,4,-0.3
20140,2.4218,-14.17,13.305,6.8653,-0.10753,5.119,15.756,19.651,2.2475,-0.017838,5,-0.3
20141,2.4015,-14.17,13.417,6.9232,-0.11234,5.1621,15.889,19.817,2.2665,-0.0065128,6,-0.3
20160,7.5903,-23.713,9.4164,2.6337,-0.24288,1.5208,6.5516,8.0933,1.2561,-0.023053,1,-5
20161,7.5614,-23.713,9.4489,2.6437,-0.22128,1.5266,6.5767,8.1242,1.2609,-0.015532,2,-5
20162,7.456,-23.713,9.5694,2.6811,-0.22114,1.5481,6.6696,8.239,1.2787,-0.01176,3,-5
20163,7.4362,-23.713,9.5924,2.6882,-0.23514,1.5523,6.6874,8.2609,1.2821,0.0022064,4,-5
20164,7.4502,-23.713,9.5761,2.6832,-0.2479,1.5493,6.6748,8.2455,1.2797,0.0048693,5,-5
20165,7.449,-23.713,9.5775,2.6836,-0.23133,1.5496,6.6759,8.2467,1.2799,0.002989,6,-5
20346,4.1917,8.5227,9.2689,2.06,-0.13894,1.375,7.7755,19.74,0.694,-0.010762,1,-4.2
20347,4.0617,8.5227,9.4766,2.1259,-0.14322,1.419,8.0243,20.372,0.7163,-0.0069623,2,-4.2
20348,4.0313,8.5227,9.5271,2.1419,-0.1742,1.4297,8.0848,20.525,0.7217,0.024812,3,-4.2
20349,3.9907,8.5227,9.5959,2.1637,-0.18369,1.4442,8.1671,20.734,0.729,0.032537,4,-4.2
20350,3.96,8.5227,9.6488,2.1805,-0.17516,1.4555,8.2305,20.895,0.7347,0.043045,5,-4.2
20351,3.9695,8.5227,9.6323,2.1753,-0.18849,1.4519,8.2107,20.845,0.7329,0.051145,6,-4.2
20508,1.3022,-13.942,9.1906,3.7764,0.08297,3.0796,13.127,13.094,2.3954,0.019621,1,-3.2
20509,1.2885,-13.942,9.3227,3.8272,0.037613,3.1122,13.266,13.233,2.4208,0.058862,2,-3.2
20510,1.2933,-13.942,9.2862,3.8131,0.049009,3.1008,13.218,13.184,2.4119,0.070072,3,-3.2
20511,1.3112,-13.942,9.1507,3.761,0.063261,3.0584,13.037,13.004,2.3789,0.066149,4,-3.2
20512,1.2967,-13.942,9.2602,3.8031,0.051655,3.0926,13.183,13.15,2.4056,0.051575,5,-3.2
20513,1.2812,-13.942,9.38,3.8492,0.027509,3.1301,13.343,13.309,2.4347,0.063343,6,-3.2
20520,0,17.771,18.478,5.9437,-0.35441,5.6098,25.356,28.806,3.9362,0.018878,1,20.8
20521,0,17.771,18.6,5.9791,-0.34352,5.6432,25.507,28.978,3.9596,0.0053916,2,20.8
20522,0,17.771,17.974,5.7967,-0.34622,5.471,24.729,28.093,3.8388,0.011388,3,20.8
20523,0,17.771,18.15,5.848,-0.31265,5.5195,24.948,28.342,3.8728,-0.019478,4,20.8
20524,0,17.771,17.852,5.7612,-0.28506,5.4376,24.577,27.922,3.8153,-0.010788,5,20.8
20525,0,17.771,17.98,5.7984,-0.27014,5.4727,24.736,28.102,3.84,-0.025474,6,20.8
20538,3.5215,-18.518,15.196,6.6283,-0.17267,4.824,14.858,18.156,3.4318,-0.0068494,1,4
20539,3.52,-18.518,15.202,6.6311,-0.15996,4.8261,14.864,18.164,3.4333,-0.0074695,2,4
20540,3.5266,-18.518,15.174,6.6186,-0.16031,4.817,14.836,18.13,3.4268,-0.0070523,3,4
20541,3.5422,-18.518,14.929,6.5094,-0.15365,4.7958,14.771,18.05,3.4117,-0.0089183,4,4
20542,3.5624,-18.518,14.846,6.4724,-0.14582,4.7686,14.687,17.948,3.3924,-0.013276,5,4
20543,3.5654,-18.518,14.834,6.4669,-0.13971,4.7646,14.674,17.932,3.3895,-0.01888,6,4
20580,0,21.049,9.6922,3.8427,-0.090305,5.8144,17.808,20.863,0.668,-0.034659,1,-1.5
20581,0,21.049,9.5768,3.7948,-0.075624,5.7419,17.586,20.603,0.6597,-0.03759,2,-1.5
20582,0,21.049,9.4177,3.7288,-0.047966,5.642,17.28,20.244,0.6482,-0.049588,3,-1.5
20583,0,21.049,9.5947,3.8022,-0.0054236,5.7532,17.62,20.643,0.661,-0.066117,4,-1.5
20584,0,21.049,9.5562,3.7863,-0.029954,5.729,17.546,20.557,0.6582,-0.047723,5,-1.5
20585,0,21.049,9.4715,3.7511,-0.018836,5.6758,17.383,20.366,0.6521,-0.05172,6,-1.5
20610,1.0882,2.8039,6.5322,1.6341,-0.23981,0.8173,8.9394,5.1421,1.0941,0.021773,1,5.6
20611,1.0839,2.8039,6.5496,1.6406,-0.23844,0.8206,8.9749,5.1626,1.0984,0.0068896,2,5.6
20612,1.0834,2.8039,6.5515,1.6413,-0.22813,0.8209,8.9789,5.1648,1.0989,0.010887,3,5.6
20613,1.0801,2.8039,6.565,1.6464,-0.22717,0.8234,9.0065,5.1807,1.1023,0.011334,4,5.6
20614,1.0723,2.8039,6.5968,1.6583,-0.24215,0.8294,9.0716,5.2182,1.1103,0.014441,5,5.6
20615,1.0744,2.8039,6.5882,1.655,-0.21389,0.8278,9.0538,5.2079,1.1081,0.021773,6,5.6
20772,2.144,-34.428,8.7447,3.3675,-0.0054262,2.4779,11.971,15.981,0.7982,-0.0024058,1,-0.4
20773,2.1502,-34.428,8.7223,3.3577,-0.0044785,2.4707,11.936,15.935,0.7959,-0.0033555,2,-0.4
20774,2.1618,-34.428,8.6811,3.3398,-0.0013379,2.4575,11.872,15.85,0.7917,-0.0062678,3,-0.4
20775,2.1708,-34.428,8.6493,3.3259,0.0042916,2.4473,11.823,15.784,0.7884,-0.011586,4,-0.4
20776,2.2237,-34.428,8.4677,3.2468,0.0012221,2.3891,11.542,15.409,0.7696,-0.01567,5,-0.4
20777,2.2366,-34.428,8.4246,3.228,0.026882,2.3753,11.475,15.32,0.7652,-0.039095,6,-0.4
20778,1.7115,44.076,9.3114,3.3826,-0.085689,2.6264,13.499,37.884,0.4675,0.036717,1,0.4
20779,1.7212,44.076,9.2665,3.3636,-0.090835,2.6117,13.423,37.672,0.4649,0.030735,2,0.4
20780,1.7253,44.076,9.2472,3.3555,-0.09285,2.6054,13.391,37.581,0.4638,0.024958,3,0.4
20781,1.7112,44.076,9.313,3.3833,-0.095822,2.6269,13.502,37.892,0.4676,0.022483,4,0.4
20782,1.7744,44.076,9.0272,3.2628,-0.098903,2.5334,13.021,36.542,0.4509,0.03094,5,0.4
20783,1.7703,44.076,9.0449,3.2702,-0.070739,2.5391,13.05,36.626,0.452,-0.0057742,6,0.4
20808,2.0669,-4.0916,11.153,2.9394,-0.21855,1.0956,5.9093,6.4658,0.4526,0.0084164,1,3.5
20809,2.0831,-4.0916,11.063,2.9166,-0.17875,1.087,5.8633,6.4155,0.4491,-0.039047,2,3.5
20810,2.0811,-4.0916,11.074,2.9194,-0.2102,1.0881,5.869,6.4218,0.4495,-0.046532,3,3.5
20811,2.1084,-4.0916,10.924,2.8815,-0.20054,1.074,5.7928,6.3384,0.4437,-0.045595,4,3.5
20812,2.1826,-4.0916,10.536,2.7835,-0.20404,1.0374,5.5958,6.1229,0.4286,-0.057984,5,3.5
20813,2.1588,-4.0916,10.658,2.8143,-0.18493,1.0489,5.6577,6.1905,0.4333,-0.090017,6,3.5
20958,0.9405,-26.025,5.048,3.2348,-0.21928,2.7701,7.6522,7.0427,1.0955,0.012085,1,10
20959,0.9343,-26.025,5.0834,3.2563,-0.22315,2.7885,7.7032,7.0896,1.1028,0.040877,2,10
20960,0.9093,-26.025,5.2305,3.3458,-0.23013,2.8651,7.9148,7.2844,1.1331,0.047806,3,10
20961,0.9835,-26.025,4.8157,3.0934,-0.27324,2.649,7.3178,6.7348,1.0476,0.076597,4,10
20962,0.9781,-26.025,4.8438,3.1105,-0.19876,2.6636,7.3583,6.7721,1.0534,-0.0046206,5,10
20963,0.9708,-26.025,4.8819,3.1337,-0.23266,2.6835,7.4131,6.8226,1.0613,0.00089033,6,10
21066,0.9742,52.419,8.5619,4.4099,-0.32815,3.8954,15.146,33.279,0.8487,-0.034279,1,-1
21067,0.9865,52.419,8.4587,4.3548,-0.31977,3.8468,14.956,32.863,0.8381,-0.026635,2,-1
21068,1.0199,52.419,8.1915,4.2121,-0.3164,3.7207,14.466,31.786,0.8106,-0.038796,3,-1
21069,1.0107,52.419,8.2632,4.2504,-0.28573,3.7546,14.598,32.075,0.818,-0.070295,4,-1
21070,1.0241,52.419,8.1591,4.1948,-0.27995,3.7054,14.407,31.655,0.8073,-0.061842,5,-1
21071,1.0389,52.419,8.0471,4.135,-0.27424,3.6526,14.201,31.204,0.7958,-0.074117,6,-1
21192,0.6216,-17.359,8.7545,3.3254,-0.060931,2.8081,14.335,78.796,0.9473,0.038657,1,7
21193,0.6418,-17.359,8.4971,3.2209,-0.052321,2.7198,13.884,76.317,0.9175,0.021113,2,7
21194,0.6558,-17.359,8.3279,3.1521,-0.020802,2.6617,13.587,74.688,0.8979,-0.011003,3,7
21195,0.6627,-17.359,8.2468,3.1192,0.058281,2.6339,13.445,73.908,0.8885,-0.032112,4,7
21196,0.6684,-17.359,8.1825,3.093,0.052166,2.6118,13.333,73.289,0.8811,-0.042223,5,7
21197,0.6719,-17.359,8.142,3.0766,0.063241,2.5979,13.262,72.898,0.8764,-0.050252,6,7
21270,0,748.53,21.937,5.259,-0.42808,3.5698,19.267,17.676,2.9148,0.034512,1,29.1
21271,0,748.53,21.596,5.1899,-0.43921,3.5229,19.014,17.444,2.8765,0.086901,2,29.1
21272,0,748.53,21.596,5.1899,-0.41399,3.5229,19.014,17.444,2.8765,0.07261,3,29.1
21273,0,748.53,21.795,5.2302,-0.4151,3.5502,19.161,17.579,2.8989,0.07261,4,29.1
21274,0,748.53,22.82,5.4375,-0.41079,3.6909,19.921,18.276,3.0138,0.080946,5,29.1
21275,0,748.53,23.846,5.6449,-0.42477,3.8317,20.681,18.973,3.1287,0.12378,6,29.1
21288,3.0747,5.4301,9.1413,1.0091,-0.20536,0.7862,12.802,12.174,1.2861,-0.036944,1,-9.1
21289,3.1158,5.4301,9.0373,0.9957,-0.19908,0.7758,12.633,12.014,1.2691,-0.032805,2,-9.1
21290,3.1611,5.4301,8.962,0.986,-0.20049,0.7647,12.452,11.842,1.2509,-0.04554,3,-9.1
21291,3.1291,5.4301,8.9803,0.9884,-0.18255,0.7725,12.579,11.963,1.2637,-0.059236,4,-9.1
21292,2.9956,5.4301,9.3224,1.0324,-0.21019,0.807,13.14,12.496,1.3201,-0.049611,5,-9.1
21293,3.0309,5.4301,9.23,1.0205,-0.2464,0.7976,12.987,12.35,1.3047,-0.0072579,6,-9.1
21312,0.9339,104.81,9.4563,3.3805,-0.097755,2.709,15.297,45.009,0.7133,-0.050359,1,0.9
21313,0.9435,104.81,9.3739,3.3459,-0.10594,2.6813,15.141,44.548,0.706,-0.016308,2,0.9
21314,0.9415,104.81,9.3909,3.353,-0.11428,2.687,15.173,44.643,0.7075,-0.026379,3,0.9
21315,0.961,104.81,9.2287,3.2849,-0.1134,2.6324,14.865,43.736,0.6931,-0.024302,4,0.9
21316,0.9462,104.81,9.3517,3.3365,-0.10928,2.6738,15.099,44.424,0.704,-0.044124,5,0.9
21317,0.9482,104.81,9.3346,3.3294,-0.12829,2.6681,15.066,44.329,0.7025,-0.029097,6,0.9
21324,1.4301,415.05,8.6934,1.9144,-0.19847,1.4461,14.828,8.0694,0.7097,-0.019231,1,1
21325,1.4424,415.05,8.637,1.8981,-0.21421,1.4338,14.702,8.0008,0.7036,0.010633,2,1
21326,1.4437,415.05,8.6311,1.8964,-0.20891,1.4325,14.689,7.9935,0.703,0.0020348,3,1
21327,1.4463,415.05,8.6192,1.893,-0.20786,1.4299,14.662,7.9791,0.7017,0.0011307,4,1
21328,1.4555,415.05,8.5776,1.881,-0.21279,1.4208,14.569,7.9285,0.6973,-0.00068014,5,1
21329,1.4585,415.05,8.5643,1.8771,-0.20777,1.4179,14.539,7.9122,0.6959,-0.007014,6,1
21342,17.689,-2.3314,7.4102,4.5819,-0.15654,1.7219,6.5735,3.1521,0.9002,-0.02938,1,19
21343,17.951,-2.3314,7.347,4.5149,-0.18621,1.6968,6.4775,3.106,0.887,0.0060149,2,19
21344,18,-2.3314,7.3355,4.5027,-0.16478,1.6922,6.46,3.0976,0.8847,-0.0086842,3,19
21345,18.246,-2.3314,7.2781,4.4419,-0.16439,1.6693,6.3727,3.0558,0.8727,-0.011354,4,19
21346,17.988,-2.3314,7.3384,4.5058,-0.14214,1.6933,6.4644,3.0997,0.8853,-0.024718,5,19
21347,18.137,-2.3314,7.2404,4.402,-0.15056,1.6794,6.4111,3.0742,0.878,-0.010677,6,19
21624,1.1556,29.969,9.5979,3.6338,-0.040337,2.7248,14.102,21.571,0.7548,-0.02575,1,1.1
21625,1.175,29.969,9.4308,3.5738,-0.022687,2.6798,13.869,21.215,0.7423,-0.021907,2,1.1
21626,1.1685,29.969,9.4865,3.5938,-0.017769,2.6948,13.947,21.334,0.7465,-0.03805,3,1.1
21627,1.136,29.969,9.7729,3.6966,-0.019689,2.7719,14.346,21.944,0.7678,-0.032671,4,1.1
21628,1.126,29.969,9.8644,3.7294,-0.052312,2.7965,14.473,22.139,0.7747,-0.004999,5,1.1
21629,1.1299,29.969,9.8286,3.7166,-0.064452,2.7869,14.423,22.063,0.772,0.003843,6,1.1
21768,2.176,34.164,7.3097,2.8828,-0.042295,2.3133,15.161,17.925,0.7659,-0.0083398,1,11.1
21769,2.2393,34.164,7.0695,2.8013,-0.0030961,2.2479,14.732,17.418,0.7442,-0.041166,2,11.1
21770,2.2256,34.164,7.1203,2.8185,0.0050088,2.2617,14.823,17.526,0.7488,-0.068265,3,11.1
21771,2.2256,34.164,7.1203,2.8185,-0.0016851,2.2617,14.823,17.526,0.7488,-0.062532,4,11.1
21772,2.2305,34.164,7.1018,2.8123,-0.01808,2.2567,14.79,17.486,0.7471,-0.062532,5,11.1
21773,2.2443,34.164,7.051,2.795,-0.037796,2.2429,14.699,17.379,0.7426,-0.064619,6,11.1
21846,1.3455,48.337,8.7886,4.7587,-0.35651,3.2103,11.817,8.7433,1.6375,-0.028826,1,-1.6
21847,1.3451,48.337,8.7919,4.7603,-0.3881,3.2114,11.821,8.7462,1.638,0.01408,2,-1.6
21848,1.3249,48.337,8.9439,4.8326,-0.36977,3.2602,12.001,8.8791,1.6629,0.014416,3,-1.6
21849,1.376,48.337,8.5672,4.6533,-0.38028,3.1392,11.556,8.5496,1.6012,0.029837,4,-1.6
21850,1.3345,48.337,8.8712,4.798,-0.34345,3.2369,11.915,8.8155,1.651,-0.0083792,5,-1.6
21851,1.3576,48.337,8.6994,4.7162,-0.35807,3.1817,11.712,8.6652,1.6229,0.022464,6,-1.6
21942,0,-42.994,17.88,1.7175,0.056801,1.6439,28.951,15.323,4.347,-0.0054308,1,-30.5
21943,0,-42.994,17.064,1.6514,0.035776,1.5807,27.837,14.733,4.1797,0.0021735,2,-30.5
21944,0,-42.994,17.466,1.6839,0.065393,1.6118,28.386,15.024,4.2621,-0.036393,3,-30.5
21945,0,-42.994,17.765,1.7081,0.047541,1.635,28.794,15.24,4.3234,-0.017382,4,-30.5
21946,0,-42.994,17.375,1.6765,0.10136,1.6047,28.26,14.957,4.2433,-0.0032573,5,-30.5
21947,0,-42.994,17.329,1.6728,0.12604,1.6011,28.198,14.924,4.2339,-0.021723,6,-30.5
21972,1.1423,54.521,7.3234,3.821,-0.22915,3.2596,14.591,24.733,0.2461,0.020573,1,11.8
21973,1.1346,54.521,7.3597,3.8468,-0.23542,3.2817,14.69,24.9,0.2478,0.031448,2,11.8
21974,1.141,54.521,7.3294,3.8253,-0.23428,3.2633,14.607,24.761,0.2464,0.038436,3,11.8
21975,1.1224,54.521,7.4182,3.8885,-0.22848,3.3173,14.849,25.17,0.2505,0.032608,4,11.8
21976,1.0859,54.521,7.602,4.0194,-0.24139,3.4289,15.349,26.017,0.2589,0.049692,5,11.8
21977,1.0766,54.521,7.6504,4.0539,-0.26644,3.4584,15.481,26.241,0.2611,0.085019,6,11.8
22368,0.9576,479.59,8.0707,3.7654,0.14982,2.9141,13.27,17.381,0.5042,-0.02524,1,-0.4
22369,0.9619,479.59,8.0284,3.7483,0.16851,2.9008,13.21,17.302,0.5019,-0.01384,2,-0.4
22370,0.9776,479.59,7.8805,3.6885,0.19958,2.8545,12.999,17.026,0.4939,-0.01832,3,-0.4
