,DY,EBITG,EV2EBITDA,M2B,MOMENTUM,PB,PE,PF,PS,RETURN,days,surprise
17886,11.492,17.242,3.7526,7.831,0.015258,6.0525,5.4602,4.929,1.3635,-0.029265,1,-7.4
17887,11.691,17.242,3.6947,7.6978,0.040964,5.9495,5.3673,4.8451,1.3403,-0.027627,2,-7.4
17888,11.394,17.242,3.7819,7.8984,0.076764,6.1046,5.5072,4.9714,1.3752,-0.04417,3,-7.4
17889,11.653,17.242,3.7056,7.7227,-0.0035836,5.9688,5.3847,4.8608,1.3446,-0.019267,4,-7.4
17890,11.182,17.242,3.8468,8.0477,0.023949,6.22,5.6113,5.0654,1.4012,-0.041084,5,-7.4
17891,10.911,17.242,3.9339,8.2483,-0.043251,6.375,5.7512,5.1916,1.4361,-0.00072456,6,-7.4
17910,2.6144,31.757,10.182,3.301,0.14106,2.4004,17.191,18.5,2.5064,0.0076867,1,5.7
17911,2.6637,31.757,9.9797,3.2398,0.20102,2.3559,16.872,18.158,2.4599,-0.049252,2,5.7
17912,2.642,31.757,10.068,3.2664,0.21089,2.3753,17.011,18.307,2.4802,-0.066875,3,5.7
17913,2.6458,31.757,10.052,3.2617,0.063533,2.3719,16.987,18.281,2.4766,-0.059195,4,5.7
17914,2.6767,31.757,9.9279,3.2241,0.055687,2.3445,16.791,18.07,2.448,-0.060549,5,5.7
17915,2.6395,31.757,10.078,3.2696,0.037501,2.3776,17.028,18.325,2.4826,-0.071393,6,5.7
17982,0.8355,-2.6178,9.4878,4.8388,-0.23323,4.0819,22.757,12.623,4.1165,-0.024278,1,-0.5
17983,0.8417,-2.6178,9.4113,4.8035,-0.22566,4.0521,22.591,12.531,4.0865,-0.049056,2,-0.5
17984,0.8484,-2.6178,9.3294,4.7657,-0.23871,4.0202,22.413,12.433,4.0543,-0.055995,3,-0.5
17985,0.8511,-2.6178,9.2966,4.7506,-0.21377,4.0074,22.342,12.393,4.0414,-0.063428,4,-0.5
17986,0.8479,-2.6178,9.3349,4.7682,-0.23707,4.0223,22.425,12.439,4.0564,-0.066401,5,-0.5
17987,0.8738,-2.6178,9.029,4.627,-0.2252,3.9032,21.761,12.071,3.9363,-0.062934,6,-0.5
18018,0,117.93,19.771,6.8197,-0.09858,6.1849,28.343,22.82,3.3264,-0.022138,1,45.4
18019,0,117.93,19.622,6.7761,-0.048952,6.1454,28.162,22.674,3.3051,-0.082693,2,45.4
18020,0,117.93,19.172,6.6452,-0.067905,6.0266,27.618,22.236,3.2413,-0.088568,3,45.4
18021,0,117.93,18.886,6.5617,-0.089359,5.9509,27.271,21.956,3.2006,-0.10617,4,45.4
18022,0,117.93,19.149,6.6383,-0.11215,6.0204,27.589,22.213,3.2379,-0.1174,5,45.4
18023,0,117.93,19.03,6.6038,-0.10415,5.9891,27.446,22.097,3.2211,-0.1071,6,45.4
18132,0.8459,10.323,11.631,6.922,-0.11267,5.8467,23.246,26.867,3.5721,0.053541,1,9.5
18133,0.811,10.323,12.111,7.2193,-0.06583,6.0979,24.244,28.021,3.7256,0.053541,2,9.5
18134,0.8061,10.323,12.183,7.2635,-0.046755,6.1352,24.393,28.193,3.7484,0.098792,3,9.5
18135,0.824,10.323,11.928,7.1058,-0.023501,6.002,23.863,27.581,3.667,0.10553,4,9.5
18136,0.8236,10.323,11.934,7.1092,-0.020917,6.0049,23.874,27.594,3.6688,0.081521,5,9.5
18137,0.832,10.323,11.818,7.0377,-0.044269,5.9445,23.634,27.317,3.6319,0.082038,6,9.5
18168,4.0479,25.54,12.62,3.4352,-0.084987,2.3452,13.535,17.939,1.7522,-0.027631,1,0.8
18169,4.07,25.54,12.554,3.4166,-0.083709,2.3324,13.461,17.841,1.7427,-0.032895,2,0.8
18170,4.06,25.54,12.584,3.425,-0.11349,2.3382,13.494,17.885,1.747,-0.038159,3,0.8
18171,4.0936,25.54,12.485,3.3969,-0.11779,2.319,13.384,17.738,1.7327,-0.035791,4,0.8
18172,4.1242,25.54,12.396,3.3717,-0.11933,2.3018,13.284,17.607,1.7198,-0.043685,5,0.8
18173,4.1105,25.54,12.435,3.3829,-0.11812,2.3095,13.329,17.665,1.7255,-0.050789,6,0.8
18180,5.8867,-35.877,8.5196,2.6699,-0.10719,1.7163,8.3288,7.9941,2.5679,-0.0099208,1,1.7
18181,5.7879,-35.877,8.6816,2.7154,-0.097061,1.7456,8.4709,8.1305,2.6117,-0.031225,2,1.7
18182,5.8889,-35.877,8.516,2.6688,-0.10575,1.7156,8.3256,7.991,2.5669,-0.014692,3,1.7
18183,5.9046,-35.877,8.4908,2.6618,-0.1011,1.7111,8.3035,7.9698,2.5601,-0.031592,4,1.7
18184,5.9567,-35.877,8.408,2.6385,-0.089914,1.6961,8.2309,7.9001,2.5377,-0.034167,5,1.7
18185,5.9476,-35.877,8.4224,2.6425,-0.073746,1.6987,8.2435,7.9122,2.5416,-0.042614,6,1.7
18192,0.5489,-17.634,8.9562,3.8665,0.13202,3.0232,14.531,29.928,2.5362,0.0070476,1,14.5
18193,0.5416,-17.634,9.0882,3.9187,0.065134,3.0641,14.727,30.332,2.5705,0.04262,2,14.5
18194,0.5332,-17.634,9.2434,3.9801,0.05226,3.1121,14.958,30.808,2.6108,0.056711,3,14.5
18195,0.5237,-17.634,9.425,4.0519,0.0030187,3.1683,15.228,31.364,2.6579,0.073267,4,14.5
18196,0.5244,-17.634,9.3986,4.0415,-0.040449,3.1642,15.208,31.323,2.6544,0.092641,5,14.5
18197,0.5261,-17.634,9.3656,4.0284,-0.030525,3.154,15.159,31.222,2.6459,0.091228,6,14.5
18204,1.1713,-5.3707,10.203,6.5953,-0.10342,5.551,16.44,7.2136,2.0721,-0.00051702,1,-1.7
18205,1.1437,-5.3707,10.343,6.7546,-0.11579,5.6851,16.837,7.3879,2.1221,-0.0094691,2,-1.7
18206,1.1667,-5.3707,10.226,6.6216,-0.13597,5.5732,16.506,7.2425,2.0804,0.01446,3,-1.7
18207,1.165,-5.3707,10.234,6.6308,-0.094976,5.5809,16.529,7.2525,2.0833,-0.005508,4,-1.7
18208,1.1693,-5.3707,10.213,6.6067,-0.094859,5.5607,16.469,7.2262,2.0757,-0.0041321,5,-1.7
18209,1.1618,-5.3707,10.251,6.6491,-0.084349,5.5964,16.575,7.2726,2.089,-0.0077471,6,-1.7
18210,1.1155,1.2658,7.4077,1.7841,-0.26183,1.4483,12.642,30.962,1.3627,-0.017626,1,0
18211,1.1238,1.2658,7.3663,1.771,-0.30336,1.4376,12.549,30.734,1.3526,0.026033,2,0
18212,1.1372,1.2658,7.3004,1.7501,-0.28773,1.4206,12.401,30.371,1.3367,0.018479,3,0
18213,1.1581,1.2658,7.2007,1.7184,-0.30164,1.3949,12.177,29.822,1.3125,0.0064406,4,0
18214,1.1628,1.2658,7.1792,1.7116,-0.26567,1.3894,12.129,29.704,1.3073,-0.011747,5,0
18215,1.1591,1.2658,7.1961,1.717,-0.24234,1.3938,12.166,29.797,1.3114,-0.01567,6,0
18228,2.9733,-19.134,12.387,4.9414,-0.10675,3.601,12.878,12.432,2.7021,-0.01011,1,1.6
18229,2.988,-19.134,12.327,4.9171,-0.10783,3.5832,12.815,12.37,2.6888,-0.0025275,2,1.6
18230,3.0156,-19.134,12.215,4.8721,-0.13024,3.5505,12.697,12.257,2.6642,-0.0074399,3,1.6
18231,3.0119,-19.134,12.23,4.878,-0.13494,3.5548,12.713,12.272,2.6674,-0.01651,4,1.6
18232,3.001,-19.134,12.274,4.8957,-0.13391,3.5677,12.759,12.316,2.6771,-0.015328,5,1.6
18233,2.9826,-19.134,12.349,4.9259,-0.13601,3.5897,12.838,12.393,2.6936,-0.011761,6,1.6
18258,2.013,-66.232,6.8042,1.3816,0.31791,1.1941,6.2566,197.07,0.5176,0.045704,1,4.8
18259,2.0486,-66.232,6.7287,1.3576,0.28852,1.1733,6.1478,193.64,0.5086,0.065343,2,4.8
18260,2.0803,-66.232,6.6638,1.3369,0.31512,1.1554,6.0542,190.69,0.5009,0.046819,3,4.8
18261,2.0743,-66.232,6.6759,1.3408,0.30802,1.1588,6.0717,191.24,0.5023,0.030885,4,4.8
18262,2.0803,-66.232,6.6638,1.3369,0.32005,1.1554,6.0542,190.69,0.5009,0.033849,5,4.8
18263,1.9915,-66.232,6.851,1.3965,0.34952,1.2069,6.3241,199.19,0.5232,0.030885,6,4.8
18270,0,140.3,11.116,2.315,-0.1355,1.2116,8.6343,6.2192,0.5402,-0.010183,1,5.3
18271,0,140.3,11.082,2.3055,-0.15194,1.2066,8.5987,6.1936,0.5379,0.016767,2,5.3
18272,0,140.3,11.141,2.3218,-0.14488,1.2152,8.6597,6.2375,0.5418,0.012572,3,5.3
18273,0,140.3,11.136,2.3205,-0.15972,1.2145,8.6546,6.2338,0.5414,0.019761,4,5.3
18274,0,140.3,11.209,2.3409,-0.16805,1.2252,8.7309,6.2888,0.5462,0.019167,5,5.3
18275,0,140.3,11.224,2.345,-0.17881,1.2273,8.7462,6.2998,0.5472,0.02815,6,5.3
18348,0,52.133,24.703,4.2972,0.25148,4.2973,53.593,59.54,6.3263,-0.016776,1,32.9
18349,0,52.133,24.033,4.1888,0.18072,4.1889,52.241,58.038,6.1668,0.055434,2,32.9
18350,0,52.133,23.877,4.1635,0.23609,4.1636,51.926,57.689,6.1296,0.028811,3,32.9
18351,0,52.133,23.721,4.1383,0.23003,4.1384,51.611,57.339,6.0924,0.022611,4,32.9
18352,0,52.133,23.877,4.1635,0.26188,4.1636,51.926,57.689,6.1296,0.016411,5,32.9
18353,0,52.133,24.125,4.2036,0.25143,4.2037,52.426,58.244,6.1886,0.022611,6,32.9
18456,4.129,-12.438,8.1614,3.9727,-0.052169,2.6033,11.96,11.94,1.6597,-0.0026566,1,-6.6
18457,4.1199,-12.438,8.175,3.9815,-0.030691,2.609,11.986,11.966,1.6633,-0.019593,2,-6.6
18458,4.106,-12.438,8.1959,3.9949,-0.049581,2.6179,12.027,12.007,1.669,-0.017435,3,-6.6
18459,4.1109,-12.438,8.1886,3.9902,-0.062119,2.6148,12.013,11.993,1.667,-0.014113,4,-6.6
18460,4.0643,-12.438,8.2595,4.036,-0.055435,2.6447,12.15,12.13,1.6861,-0.015276,5,-6.6
18461,3.995,-12.438,8.3681,4.1059,-0.080569,2.6906,12.361,12.34,1.7153,-0.0039848,6,-6.6
18462,4.2686,-20.175,4.0831,1.2757,-0.033221,0.6719,3.2531,9.3285,0.3169,0.010005,1,7.8
18463,4.2218,-20.175,4.119,1.2898,-0.016238,0.6794,3.2892,9.4319,0.3204,-0.014006,2,7.8
18464,4.2316,-20.175,4.1114,1.2868,-0.041206,0.6778,3.2816,9.41,0.3196,-0.0030777,3,7.8
18465,4.1652,-20.175,4.1635,1.3073,-0.032022,0.6886,3.3339,9.56,0.3247,-0.0053867,4,7.8
18466,4.1175,-20.175,4.2019,1.3225,-0.031132,0.6966,3.3725,9.6707,0.3285,0.010466,5,7.8
18467,4.0625,-20.175,4.2474,1.3404,-0.039717,0.706,3.4182,9.8018,0.3329,0.022163,6,7.8
18468,0,9.589,21.286,4.5681,0.13444,3.8049,14.93,44.117,5.278,0.10934,1,10.3
18469,0,9.589,21.328,4.5768,0.14603,3.8121,14.958,44.2,5.288,0.12314,2,10.3
18470,0,9.589,21.034,4.5163,0.19764,3.7618,14.76,43.616,5.2182,0.12526,3,10.3
18471,0,9.589,20.782,4.4645,0.20029,3.7186,14.591,43.116,5.1583,0.1104,4,10.3
18472,0,9.589,20.95,4.499,0.20309,3.7474,14.704,43.45,5.1982,0.097664,5,10.3
18473,0,9.589,20.971,4.5034,0.19674,3.751,14.718,43.491,5.2032,0.10616,6,10.3
18486,3.203,-10.417,10.132,3.4402,-0.21062,2.4317,13.515,14.775,1.8139,-0.015385,1,0
18487,3.2082,-10.417,10.118,3.4346,-0.18616,2.4277,13.493,14.751,1.811,-0.041242,2,0
18488,3.1859,-10.417,10.181,3.4586,-0.20051,2.4447,13.587,14.854,1.8236,-0.042808,3,0
18489,3.1466,-10.417,10.295,3.5018,-0.21104,2.4752,13.757,15.04,1.8464,-0.036113,4,0
18490,3.1055,-10.417,10.417,3.5482,-0.21831,2.508,13.939,15.239,1.8709,-0.024076,5,0
18491,3.0964,-10.417,10.444,3.5586,-0.22919,2.5154,13.98,15.284,1.8764,-0.011147,6,0
18510,1.4541,-15.418,18,4.4595,0.20165,3.6132,20.227,19.382,6.5866,0.012852,1,1.4
18511,1.4793,-15.418,17.632,4.3835,0.24594,3.5516,19.882,19.051,6.4744,0.00078907,2,1.4
18512,1.4936,-15.418,17.428,4.3414,0.25462,3.5175,19.691,18.869,6.4123,-0.01626,3,1.4
18513,1.4928,-15.418,17.439,4.3438,0.26464,3.5194,19.702,18.879,6.4158,-0.0257,4,1.4
18514,1.4734,-15.418,17.717,4.401,0.2778,3.5658,19.962,19.128,6.5003,-0.025176,5,1.4
18515,1.4833,-15.418,17.575,4.3718,0.27562,3.5422,19.829,19.001,6.4572,-0.012324,6,1.4
18534,0,9.244,15.475,3.8427,0.023385,3.8513,29.808,6.1878,1.4558,0.045352,1,42.9
18535,0,9.244,15.386,3.8261,0.064137,3.8347,29.68,6.1612,1.4496,0.068189,2,42.9
18536,0,9.244,14.852,3.727,0.23496,3.7353,28.91,6.0015,1.412,0.063686,3,42.9
18537,0,9.244,15.19,3.7898,0.28625,3.7983,29.397,6.1026,1.4358,0.036024,4,42.9
18538,0,9.244,15.084,3.7699,0.21306,3.7784,29.244,6.0707,1.4283,0.053715,5,42.9
18539,0,9.244,15.012,3.7567,0.20988,3.7651,29.141,6.0494,1.4233,0.048247,6,42.9
18540,0,8.4754,11.603,1.3983,0.064075,1.014,15.878,11.251,2.5792,0.0040178,1,2.4
18541,0,8.4754,11.466,1.3827,-0.022817,1.0027,15.701,11.126,2.5505,0.032166,2,2.4
18542,0,8.4754,11.296,1.3633,-0.024762,0.9886,15.48,10.969,2.5146,0.020677,3,2.4
18543,0,8.4754,11.364,1.3711,0.011986,0.9942,15.569,11.032,2.529,0.0063204,4,2.4
18544,0,8.4754,11.426,1.3781,0.019865,0.9993,15.648,11.088,2.5419,0.012061,5,2.4
18545,0,8.4754,11.569,1.3944,0.027102,1.0112,15.834,11.22,2.572,0.01723,6,2.4
18576,2.7278,3.5714,11.05,5.0869,-0.23471,2.2128,9.4827,14.156,1.3372,0.030322,1,7.5
18577,2.7452,3.5714,10.98,5.0545,-0.22627,2.1987,9.4224,14.066,1.3287,0.012461,2,7.5
18578,2.6886,3.5714,11.209,5.1609,-0.22601,2.245,9.6208,14.362,1.3567,0.0060218,3,7.5
18579,2.6778,3.5714,11.254,5.1818,-0.24855,2.2541,9.6597,14.42,1.3622,0.027205,4,7.5
18580,2.6432,3.5714,11.4,5.2496,-0.26748,2.2836,9.7861,14.609,1.38,0.031362,5,7.5
18581,2.6729,3.5714,11.274,5.1912,-0.27695,2.2582,9.6772,14.447,1.3646,0.044857,6,7.5
18612,5.1703,75.138,8.1793,2.3341,-0.023308,1.6288,6.747,11.732,0.5683,-0.0028535,1,5.9
18613,5.2103,75.138,8.127,2.3162,8.96E-05,1.6163,6.6952,11.642,0.5639,-0.0085571,2,5.9
18614,5.228,75.138,8.1042,2.3084,0.0024731,1.6108,6.6725,11.603,0.562,-0.016168,3,5.9
18615,5.1902,75.138,8.1532,2.3251,-0.015137,1.6225,6.7211,11.687,0.5661,-0.019496,4,5.9
18616,5.179,75.138,8.1679,2.3302,-0.015294,1.626,6.7356,11.712,0.5673,-0.012364,5,5.9
18617,5.1965,75.138,8.145,2.3224,-0.021589,1.6206,6.713,11.673,0.5654,-0.010221,6,5.9
18714,2.6644,-26.59,4.2704,1.9939,-0.018346,1.4573,6.6941,8.4444,1.6573,-0.017316,1,4.1
18715,2.6921,-26.59,4.2282,1.9734,-0.037092,1.4423,6.6252,8.3574,1.6403,-0.012119,2,4.1
18716,2.6522,-26.59,4.2893,2.0031,-0.023914,1.464,6.7249,8.4832,1.6649,-0.022293,3,4.1
18717,2.623,-26.59,4.3352,2.0254,-0.021438,1.4803,6.7997,8.5776,1.6835,-0.0075739,4,4.1
18718,2.5983,-26.59,4.3747,2.0446,0.0023902,1.4944,6.8643,8.659,1.6994,0.0034631,5,4.1
18719,2.5714,-26.59,4.4188,2.066,0.027017,1.51,6.9361,8.7497,1.7172,0.012989,6,4.1
18726,1.5889,-22.396,16.149,8.1794,-0.14925,6.3826,19.287,20.266,5.2164,-0.020586,1,-0.8
18727,1.5926,-22.396,16.108,8.1607,-0.14956,6.368,19.242,20.22,5.2045,-0.015758,2,-0.8
18728,1.5952,-22.396,16.079,8.1473,-0.14438,6.3576,19.211,20.187,5.1959,-0.01801,3,-0.8
18729,1.5756,-22.396,16.301,8.2489,-0.10126,6.4368,19.45,20.438,5.2607,-0.019619,4,-0.8
18730,1.591,-22.396,16.126,8.1687,-0.10562,6.3742,19.261,20.24,5.2096,-0.0073956,5,-0.8
18731,1.6105,-22.396,15.91,8.0698,-0.091999,6.2971,19.028,19.995,5.1465,-0.017047,6,-0.8
18738,6.2962,-11.69,14.124,1.9721,-0.35924,1.1578,11.345,11.454,1.3201,0.0043658,1,-61
18739,6.2772,-11.69,14.158,1.9781,-0.33793,1.1613,11.379,11.489,1.324,-0.0062798,2,-61
18740,6.1791,-11.69,14.338,2.0095,-0.33207,1.1797,11.56,11.671,1.3451,-0.0032766,3,-61
18741,6.0904,-11.69,14.505,2.0387,-0.33273,1.1969,11.728,11.841,1.3647,0.01256,4,-61
18742,6.071,-11.69,14.543,2.0452,-0.33823,1.2007,11.765,11.879,1.369,0.027298,5,-61
18743,6.0121,-11.69,14.657,2.0653,-0.34287,1.2125,11.881,11.996,1.3824,0.030574,6,-61
18744,1.537,7.7128,7.6905,1.681,-0.11772,1.3776,13.1,33.069,1.3504,-0.0048507,1,13.8
18745,1.5349,7.7128,7.699,1.6833,-0.11795,1.3795,13.118,33.114,1.3523,-0.015782,2,13.8
18746,1.5124,7.7128,7.7919,1.7083,-0.10924,1.4,13.313,33.606,1.3724,-0.014441,3,13.8
18747,1.4522,7.7128,8.055,1.7791,-0.11343,1.458,13.865,34.999,1.4293,0.00020674,4,13.8
18748,1.4262,7.7128,8.1754,1.8115,-0.13758,1.4846,14.117,35.637,1.4553,0.041665,5,13.8
18749,1.4323,7.7128,8.1466,1.8038,-0.15148,1.4782,14.057,35.484,1.4491,0.060644,6,13.8
18768,6.3284,-70.018,14.962,5.1594,-0.22357,3.4755,16.696,26.736,1.9531,-0.026305,1,19.5
18769,6.0469,-70.018,15.615,5.3996,-0.19814,3.6373,17.474,27.98,2.044,-0.0289,2,19.5
18770,5.9175,-70.018,15.936,5.5177,-0.21113,3.7168,17.856,28.592,2.0887,0.016302,3,19.5
18771,5.7613,-70.018,16.343,5.6673,-0.21539,3.8176,18.34,29.368,2.1453,0.03853,4,19.5
18772,5.7593,-70.018,16.348,5.6693,-0.24142,3.8189,18.346,29.378,2.1461,0.066689,5,19.5
18773,5.7914,-70.018,16.263,5.6378,-0.24301,3.7977,18.244,29.215,2.1341,0.067062,6,19.5
18882,1.0398,0.9206,7.7702,3.9206,0.26233,3.4157,13.757,9.1198,2.2242,-0.019839,1,0.6
18883,1.02,0.9206,7.9218,3.997,0.29513,3.4822,14.025,9.2974,2.2675,-0.032952,2,0.6
18884,1.0124,0.9206,7.9814,4.0269,0.33429,3.5083,14.13,9.3671,2.2845,-0.014124,3,0.6
18885,1.0096,0.9206,8.003,4.0378,0.35674,3.5178,14.168,9.3925,2.2907,-0.0067268,4,0.6
18886,1.0052,0.9206,8.0382,4.0556,0.33233,3.5332,14.231,9.4337,2.3008,-0.0040376,5,0.6
18887,1.0029,0.9206,8.0572,4.0651,0.31534,3.5415,14.264,9.4559,2.3062,0.00033327,6,0.6
18912,3.0181,6.308,10.257,5.8519,-0.00097327,4.3675,8.5113,9.6172,0.7353,0.024483,1,-4.1
18913,2.9615,6.308,10.374,5.9638,0.038552,4.451,8.6741,9.8011,0.7494,0.034713,2,-4.1
18914,2.9065,6.308,10.493,6.0767,0.055966,4.5353,8.8382,9.9866,0.7636,0.054503,3,-4.1
18915,2.8653,6.308,10.585,6.1639,0.028373,4.6004,8.9651,10.13,0.7745,0.074459,4,-4.1
18916,2.8539,6.308,10.611,6.1886,0.02728,4.6188,9.001,10.171,0.7776,0.089888,5,-4.1
18917,2.8876,6.308,10.535,6.1165,0.043377,4.565,8.8961,10.052,0.7686,0.094249,6,-4.1
18924,4.1597,20.611,9.6782,3.7922,-0.40014,2.4682,10.927,7.8476,1.0542,0.0004135,1,11.8
18925,4.1306,20.611,9.7501,3.8188,-0.4068,2.4856,11.004,7.9028,1.0616,0.0095944,2,11.8
18926,4.0411,20.611,9.9787,3.9035,-0.37028,2.5407,11.248,8.078,1.0851,0.016689,3,11.8
18927,4.0265,20.611,10.017,3.9176,-0.35665,2.5499,11.289,8.1072,1.089,0.039231,4,11.8
18928,4.0057,20.611,10.072,3.938,-0.35702,2.5631,11.348,8.1493,1.0947,0.042984,5,11.8
18929,3.9631,20.611,10.186,3.9803,-0.36692,2.5907,11.47,8.2369,1.1065,0.048412,6,11.8
18948,7.3855,3.9299,6.0988,2.3207,-0.23319,1.3158,9.5785,9.1157,0.7243,0.0052863,1,0.3
18949,7.3971,3.9299,6.0925,2.3171,-0.23315,1.3138,9.5636,9.1015,0.7232,0.019825,2,0.3
18950,7.4983,3.9299,6.0386,2.2858,-0.23769,1.296,9.4345,8.9787,0.7134,0.018239,3,0.3
18951,7.4649,3.9299,6.0562,2.296,-0.23307,1.3018,9.4767,9.0188,0.7166,0.0044959,4,0.3
18952,7.4806,3.9299,6.0479,2.2912,-0.23311,1.2991,9.4568,8.9999,0.7151,0.0089872,5,0.3
18953,7.4825,3.9299,6.0469,2.2906,-0.23778,1.2988,9.4543,8.9976,0.7149,0.0068718,6,0.3
18990,0,-30.869,18.398,2.4581,-0.26237,2.0799,64.002,78.319,1.3491,0.043108,1,-2
18991,0,-30.869,18.052,2.4003,-0.24608,2.031,62.496,76.477,1.3173,0.022557,2,-2
18992,0,-30.869,18.614,2.4943,-0.21486,2.1105,64.944,79.471,1.3689,-0.001503,3,-2
18993,0,-30.869,18.722,2.5123,-0.25314,2.1258,65.414,80.047,1.3788,0.037593,4,-2
18994,0,-30.869,18.21,2.4268,-0.24077,2.0534,63.187,77.321,1.3319,0.045114,5,-2
18995,0,-30.869,18.621,2.4955,-0.23287,2.1115,64.975,79.51,1.3696,0.009521,6,-2
18996,0.8234,-49.554,4.3009,2.1787,-0.27506,1.9789,6.0671,7.954,0.532,-0.014106,1,27.9
18997,0.7917,-49.554,4.479,2.2661,-0.27532,2.0583,6.3105,8.273,0.5533,0.029367,2,27.9
18998,0.7842,-49.554,4.5232,2.2878,-0.30434,2.078,6.371,8.3523,0.5586,0.07066,3,27.9
18999,0.7708,-49.554,4.6039,2.3274,-0.2979,2.114,6.4813,8.497,0.5683,0.080919,4,27.9
19000,0.7663,-49.554,4.6315,2.341,-0.31482,2.1263,6.5191,8.5465,0.5716,0.099641,5,27.9
19001,0.7589,-49.554,4.6785,2.3641,-0.34142,2.1473,6.5833,8.6308,0.5773,0.10605,6,27.9
19086,2.5179,7.3014,13.407,3.2017,-0.094199,2.3718,16.126,16.974,2.1063,-0.0044692,1,0.6
19087,2.4998,7.3014,13.491,3.2249,-0.10717,2.389,16.243,17.097,2.1215,-0.00015397,2,0.6
19088,2.4998,7.3014,13.491,3.2249,-0.11224,2.389,16.243,17.097,2.1215,0.0070908,3,0.6
19089,2.5071,7.3014,13.457,3.2155,-0.1034,2.382,16.195,17.047,2.1153,0.0070908,4,0.6
19090,2.5289,7.3014,13.357,3.1879,-0.10334,2.3615,16.056,16.9,2.0972,0.0041613,5,0.6
19091,2.5332,7.3014,13.338,3.1824,-0.09511,2.3575,16.029,16.872,2.0936,-0.0044692,6,0.6
19110,5.0427,57.181,13.006,5.5327,-0.25774,3.7212,11.914,11.366,2.9049,-0.013186,1,-2.5
19111,5.0002,57.181,13.116,5.5797,-0.26024,3.7528,12.015,11.463,2.9295,-0.016702,2,-2.5
19112,5.0449,57.181,13,5.5302,-0.26562,3.7195,11.909,11.361,2.9036,-0.0083511,3,-2.5
19113,5.0619,57.181,12.957,5.5117,-0.25561,3.7071,11.869,11.323,2.8938,-0.017139,4,-2.5
19114,5.0551,57.181,12.974,5.5191,-0.27121,3.7121,11.885,11.338,2.8977,-0.020437,5,-2.5
19115,5.0985,57.181,12.864,5.4721,-0.25992,3.6805,11.784,11.242,2.8731,-0.019119,6,-2.5
19224,4.4816,0.7335,11.143,5.6442,0.0292,3.7369,11.402,11.124,2.5102,0.026363,1,4
19225,4.4956,0.7335,11.108,5.6267,0.0036901,3.7253,11.367,11.09,2.5024,0.038689,2,4
19226,4.4898,0.7335,11.123,5.6339,0.011619,3.7301,11.382,11.104,2.5056,0.035464,3,4
19227,4.4923,0.7335,11.116,5.6308,-0.00015749,3.728,11.375,11.098,2.5043,0.036793,4,4
19228,4.5104,0.7335,11.072,5.6081,-0.0074254,3.713,11.329,11.053,2.4942,0.036223,5,4
19229,4.5279,0.7335,11.029,5.5865,-0.011264,3.6987,11.286,11.011,2.4846,0.032052,6,4
19236,1.8416,9.7486,7.1037,1.429,-0.20696,0.7296,10.366,10.638,1.0858,-0.0077136,1,-0.8
19237,1.8306,9.7486,7.1334,1.4375,-0.1987,0.734,10.429,10.702,1.0923,-0.019057,2,-0.8
19238,1.8476,9.7486,7.0877,1.4243,-0.17214,0.7273,10.333,10.604,1.0823,-0.013159,3,-0.8
19239,1.8425,9.7486,7.1014,1.4283,-0.16354,0.7293,10.361,10.633,1.0853,-0.022232,4,-0.8
19240,1.8298,9.7486,7.1357,1.4382,-0.15855,0.7343,10.434,10.707,1.0928,-0.019511,5,-0.8
19241,1.8588,9.7486,7.058,1.4157,-0.15663,0.7229,10.27,10.54,1.0757,-0.012703,6,-0.8
19296,28.005,-17.903,13.699,4.6278,-0.1896,0.6275,2.8985,2.0121,0.6879,-0.0017112,1,3.3
19297,28.303,-17.903,13.558,4.5791,-0.20764,0.6209,2.868,1.991,0.6807,-0.0006828,2,3.3
19298,28.199,-17.903,13.607,4.596,-0.18637,0.6232,2.8786,1.9983,0.6832,-0.011194,3,3.3
19299,28.481,-17.903,13.475,4.5505,-0.20558,0.617,2.8501,1.9785,0.6765,-0.007536,4,3.3
19300,28.494,-17.903,13.469,4.5484,-0.20131,0.6167,2.8488,1.9776,0.6762,-0.017365,5,3.3
19301,28.748,-17.903,13.352,4.5082,-0.2045,0.6113,2.8236,1.9601,0.6702,-0.01782,6,3.3
19338,5.7448,6.1257,4.1841,0.5512,-0.1658,0.9574,8.5696,10.755,0.7989,0.0025891,1,2.8
19339,5.7296,6.1257,4.1909,0.5527,-0.15773,0.9599,8.5923,10.783,0.801,-0.025553,2,2.8
19340,5.8099,6.1257,4.1555,0.5451,-0.16538,0.9467,8.4736,10.634,0.79,-0.022964,3,2.8
19341,5.7909,6.1257,4.1638,0.5469,-0.15369,0.9498,8.5014,10.669,0.7926,-0.036457,4,2.8
19342,5.8012,6.1257,4.1592,0.5459,-0.16136,0.9481,8.4862,10.65,0.7911,-0.033303,5,2.8
19343,5.9139,6.1257,4.1109,0.5355,-0.16882,0.93,8.3246,10.447,0.7761,-0.035023,6,2.8
19416,0,17.457,19.538,18.115,-0.099815,17.412,26.471,28.294,10.403,0.013394,1,89.1
19417,0,17.457,19.303,17.897,-0.14903,17.203,26.153,27.954,10.277,0.12699,2,89.1
19418,0,17.457,19.125,17.732,-0.12961,17.044,25.913,27.697,10.183,0.11344,3,89.1
19419,0,17.457,19.21,17.811,-0.13296,17.12,26.027,27.82,10.228,0.1032,4,89.1
