"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days","surprise"
"6578",78625,1.218,1489.1,6.656,1.7445,0.58246,1.485,12.166,4.9696,0.2946,-0.056851,2,2.4
"6498",78041,0,-75.567,9.8412,1.2017,0.58227,1.1279,22.156,10.462,1.5752,0.071309,6,9.8
"6173",75520,2.1347,4.6841,13.517,3.0971,0.58161,2.7908,28.348,7.0951,1.4749,0.10028,5,3.7
"1363",29304,0,947.08,19.133,3.9535,0.58148,3.3937,36.571,33.453,2.4002,-0.039007,1,31.5
"6450",77483,0,3.1685,17.716,5.2541,0.58148,5.2989,25.328,23.335,4.2329,-0.078875,6,5.5
"14957",150033,0,12.541,21.261,8.4436,0.5814,8.1119,29.468,33.705,8.6746,-0.030895,4,0
"2979",44384,0.3481,-64.647,18.317,6.6066,0.581,5.7353,28.318,87.935,2.73,-0.10807,3,-67.9
"6597",78860,0,-15.335,32.674,8.4838,0.57984,8.6368,118,40.703,6.7618,0.0042497,3,18.9
"6447",77480,0,3.1685,17.658,5.2385,0.57952,5.2833,25.253,23.266,4.2204,-0.078189,3,5.5
"15579",156529,0,30.961,35.935,9.3599,0.57952,9.3529,115.7,46.073,17.375,-0.016398,2,35.1
"9429",101126,0,30.32,33.466,44.642,0.57878,44.642,66.246,45.042,5.1548,0.064445,3,3.6
"6496",78039,0,-75.567,10.032,1.2356,0.5787,1.1598,22.783,10.758,1.6198,0.0076432,4,9.8
"13818",138598,0,-18.264,31.667,3.4253,0.57847,3.2258,29.515,9.3542,1.4468,0.06461,5,-52.1
"12957",131143,1.5072,7.5949,8.2542,5.9658,0.57816,5.209,17.24,12.949,1.037,-0.039873,2,2.5
"15916",159710,0.4007,-55.15,6.7527,2.286,0.57816,2.1898,9.5028,13.14,0.6729,-0.046028,3,3.5
"1016",26881,0.7421,-49.208,7.417,4.1126,0.57799,3.5527,10.319,13.207,1.4306,0.03293,2,-29.1
"15914",159708,0.3796,-55.15,7.0453,2.4131,0.57791,2.3116,10.031,13.871,0.7104,-0.032509,1,3.5
"7416",85631,0,32.56,18.284,29.054,0.57788,29.054,39.714,19.031,2.7956,0.16681,6,14.3
"6497",78040,0,-75.567,9.8289,1.1995,0.57764,1.1258,22.116,10.443,1.5723,0.043298,5,9.8
"15949",159905,0,44.062,84.637,18.088,0.57764,18.088,183.95,561.25,5.3853,-0.21815,6,20.1
"6943",81858,0,-21.277,9.6094,1.6332,0.57755,1.5845,17.109,12.829,4.0329,-0.035902,1,89.2
"5917",72402,0,-64.927,9.0284,1.6216,0.57697,1.6228,16.964,9.2522,1.0013,-0.04629,1,19
"1930",34959,0,9.6943,12.097,3.9971,0.57692,3.1156,16.334,19.342,2.1276,0.019597,4,8.5
"16676",166152,0,-5.1192,31.49,9.273,0.5766,9.3249,79.052,44.168,16.826,0.026495,1,41.7
"15582",156532,0,30.961,35.445,9.2414,0.57589,9.2345,114.23,45.489,17.155,-0.014374,5,35.1
"1280",28597,0,9.2105,25.794,9.2597,0.57583,8.4387,35.451,27.034,4.9211,-0.082363,2,28.9
"6068",74743,1.85,33.333,5.8202,3.0556,0.57575,2.5643,12.858,9.2311,0.9149,0.015693,2,0.2
"15915",159709,0.3836,-55.15,6.9878,2.3882,0.57556,2.2877,9.9274,13.727,0.703,-0.056969,2,3.5
"21988",217370,0.2501,0.8493,11.834,1.864,0.57547,1.8573,48.537,20.906,2.8451,0.0028977,3,52.8
"9431",101128,0,30.32,33.873,45.18,0.57493,45.18,67.044,45.584,5.2169,0.077489,5,3.6
"17116",170828,0,-3.4522,7.7309,3.4459,0.57483,3.361,13.745,11.076,2.2499,-0.015385,3,9.3
"13819",138599,0,-18.264,31.767,3.4376,0.57422,3.2374,29.621,9.388,1.452,0.078386,6,-52.1
"6964",82131,0.5296,-27.121,13.034,2.6103,0.57407,2.3038,25.857,32.96,2.4224,0.13992,4,18
"6525",78188,0.5302,93.292,15.631,2.8977,0.57398,2.4771,34.229,123.63,2.5833,-0.11273,3,93.4
"6563",78514,0,76.766,10.777,1.3417,0.57388,1.2824,70.064,12.904,1.0957,0.14912,5,26.7
"14954",150030,0,12.541,21.647,8.6045,0.57369,8.2665,30.03,34.347,8.8399,-0.016366,1,0
"15580",156530,0,30.961,34.745,9.072,0.57367,9.0653,112.14,44.656,16.841,-0.007187,3,35.1
"1017",26882,0.7477,-49.208,7.3643,4.0814,0.57364,3.5258,10.241,13.107,1.4198,0.055569,3,-29.1
"2149",36816,0,-6.1162,5.0538,5.0251,0.57317,4.7008,10.131,6.8359,0.5835,-0.056465,1,63
"6860",81109,1.6876,30.281,15.889,4.2066,0.57288,3.804,26.274,7.4134,1.8309,-0.044793,2,16.4
"6671",80032,0,106.47,5.0129,1.6066,0.57197,1.6157,49.059,6.5206,1.455,0.021316,5,57.9
"16677",166153,0,-5.1192,29.927,8.8489,0.57105,8.8408,74.948,41.875,15.953,0.034269,2,41.7
"2977",44382,0.3601,-64.647,17.752,6.3863,0.57071,5.5441,27.374,85.002,2.639,-0.061109,1,-67.9
"1742",32641,0,-5.9314,30.905,11.127,0.57053,10.123,41.635,30.813,5.9305,-0.092362,2,22.3
"5964",73109,0,6.6671,17.395,5.3445,0.57023,5.3434,25.31,23.804,4.1267,-0.13222,6,9.1
"9427",101124,0,30.32,32.913,43.911,0.57019,43.602,64.703,43.993,5.0347,0.0021648,1,3.6
"9432",101129,0,30.32,33.016,44.046,0.57002,44.046,65.362,44.44,5.086,0.05956,6,3.6
"6024",74015,0,-2.2549,14.275,5.3125,0.56965,4.7901,23.898,15.466,1.4922,-0.12858,6,12.1
"16481",165141,0,57.713,7.1636,2.6056,0.56911,2.6047,13.56,9.4436,1.7719,0.087885,4,12.9
"15583",156533,0,30.961,34.231,8.9479,0.56899,8.9412,110.6,44.045,16.611,0.0055674,6,35.1
"7413",85628,0,32.56,19.146,30.412,0.56863,30.468,41.647,19.958,2.9316,0.10541,3,14.3
"16480",165140,0,57.713,7.0501,2.5607,0.56748,2.5597,13.326,9.2806,1.7413,0.10842,3,12.9
"5962",73107,0,6.6671,17.404,5.3469,0.56698,5.3458,25.321,23.814,4.1285,-0.10825,4,9.1
"2154",36821,0,-6.1162,5.9469,5.9034,0.56682,5.5224,11.902,8.0307,0.6854,-0.23339,6,63
"1110",27467,0,42.527,34.503,3.6263,0.56671,3.1128,50.731,26.837,6.7153,-0.17269,6,2
"6953",81916,0,48.54,7.2489,1.9044,0.56599,1.9044,42.829,41.28,4.5053,-0.076118,5,5.7
"7236",84659,0,29.511,40.03,9.807,0.56586,9.8161,150.36,41.547,7.8997,-0.066176,6,-1.3
"15473",155193,0,-53.182,14.973,2.394,0.56573,2.3868,30.036,9.2974,2.2173,0.040683,4,8.7
"12958",131144,1.5081,7.5949,8.2493,5.9624,0.5657,5.2061,17.23,12.941,1.0364,-0.021091,3,2.5
"6944",81859,0,-21.277,9.592,1.6304,0.56521,1.5818,17.08,12.807,4.0262,-0.022225,2,89.2
"17119",170831,0,-3.4522,8.1869,3.6591,0.5651,3.5689,14.596,11.761,2.3891,-0.034537,6,9.3
"6211",75684,0,28.257,10.392,5.221,0.56489,4.7324,17.907,15.525,3.5893,-0.026928,1,77.1
"6212",75685,0,28.257,10.516,5.2703,0.56473,4.777,18.076,15.672,3.6232,-0.041416,2,77.1
"18529",182843,0.4956,1.1401,9.7071,4.5263,0.56465,4.427,21.768,27.72,1.6385,-0.12336,6,6.9
"7235",84658,0,29.511,40.279,9.8602,0.56418,9.8694,151.18,41.773,7.9426,-0.026348,5,-1.3
"6213",75686,0,28.257,9.965,5.0524,0.56356,4.5795,17.329,15.024,3.4734,-0.051248,3,77.1
"6669",80030,0,106.47,4.8849,1.5534,0.56321,1.5623,47.436,6.3049,1.4068,0.017609,3,57.9
"20462",201246,0,24.468,6.1832,2.5711,0.56309,2.5731,13.518,12.366,1.2203,0.03243,1,1.9
"7412",85627,0,32.56,20.067,31.865,0.56273,31.924,43.636,20.911,3.0717,0.13983,2,14.3
"6445",77478,0,3.1685,17.317,5.1474,0.56227,5.1914,24.814,22.862,4.147,-0.062872,1,5.5
"15472",155192,0,-53.182,15.066,2.4124,0.56218,2.4051,30.267,9.369,2.2343,0.057771,3,8.7
"6954",81917,0,48.54,6.9836,1.8237,0.56209,1.8237,41.013,39.531,4.3143,-0.052549,6,5.7
"1743",32642,0,-5.9314,30.327,10.939,0.56188,9.9513,40.93,30.291,5.83,-0.091012,3,22.3
"7610",87067,0.7093,222.57,7.9114,2.5541,0.56127,2.2598,14.209,14.107,1.9616,-0.016093,2,-8
"6517",78174,0,24.514,77.238,3.4708,0.5611,3.2646,42.196,20.7,2.563,-0.009619,1,17.9
"15471",155191,0,-53.182,14.848,2.3694,0.5611,2.3623,29.728,9.2021,2.1945,0.054516,2,8.7
"2153",36820,0,-6.1162,5.8899,5.8473,0.56085,5.47,11.789,7.9544,0.6789,-0.21968,5,63
"15581",156531,0,30.961,36.211,9.4267,0.56076,9.4196,116.52,46.401,17.499,0.023788,4,35.1
"5963",73108,0,6.6671,17.287,5.3143,0.56063,5.3131,25.167,23.669,4.1033,-0.13918,5,9.1
"15475",155195,0,-53.182,15.024,2.4042,0.56031,2.397,30.165,9.3372,2.2267,0.04882,6,8.7
"6494",78037,0,-75.567,10.296,1.2828,0.56022,1.204,23.652,11.168,1.6816,0.020377,2,9.8
"7233",84656,0,29.511,37.694,9.3083,0.56017,9.3169,142.72,39.434,7.498,-0.0072304,3,-1.3
"6670",80031,0,106.47,5.0056,1.6035,0.56012,1.6127,48.966,6.5082,1.4522,0.0519,4,57.9
"6448",77481,0,3.1685,17.77,5.2685,0.5598,5.3135,25.398,23.399,4.2445,-0.078189,4,5.5
"9430",101127,0,30.32,33.221,44.319,0.55978,44.319,65.766,44.715,5.1174,0.070772,4,3.6
"6018",73985,3.5289,72.667,9.2797,0.9964,0.55945,0.9079,27.307,15.348,0.6138,-0.076473,6,10.6
"2525",39946,0.4821,47.131,12.49,4.6367,0.55927,3.8855,17.313,50.726,1.89,-0.059869,5,0
"6559",78510,0,76.766,10.214,1.2529,0.5589,1.1975,65.426,12.05,1.0231,-0.017551,1,26.7
"1931",34960,0,9.6943,10.868,3.6004,0.55877,2.8064,14.713,17.422,1.9164,0.038655,5,8.5
"21989",217371,0.244,0.8493,12.068,1.9105,0.55845,1.9036,49.747,21.427,2.916,0.030441,4,52.8
"6524",78187,0.539,93.292,15.374,2.8504,0.5582,2.4366,33.67,121.61,2.5411,-0.056675,2,93.4
"15474",155194,0,-53.182,14.962,2.3919,0.55812,2.3847,30.011,9.2895,2.2154,0.048007,5,8.7
"1745",32644,0,-5.9314,30.751,11.077,0.55777,10.077,41.447,30.674,5.9037,-0.083793,5,22.3
"6946",81861,0,-21.277,9.1089,1.5546,0.55742,1.4864,16.05,12.035,3.7834,-0.011967,4,89.2
"17117",170829,0,-3.4522,7.618,3.3931,0.55703,3.3095,13.535,10.906,2.2154,-0.0047096,4,9.3
"1744",32643,0,-5.9314,30.68,11.054,0.55657,10.056,41.36,30.609,5.8913,-0.072529,4,22.3
"1281",28598,0,9.2105,25.306,9.1039,0.55599,8.2967,34.855,26.58,4.8383,-0.066421,3,28.9
"1746",32645,0,-5.9314,31.102,11.191,0.55595,10.181,41.875,30.991,5.9646,-0.086084,6,22.3
"14943",149827,0,21.54,26.937,11.005,0.55537,10.849,34.379,30.605,10.102,-0.05846,2,5.3
"17114",170826,0,-3.4522,7.846,3.4997,0.55534,3.4135,13.96,11.249,2.285,0.018524,1,9.3
"15947",159903,0,44.062,85.089,18.182,0.55522,18.182,184.91,564.16,5.4132,-0.15976,4,20.1
"22898",227784,0.5243,101.58,26.503,8.84,0.55511,8.8815,37.453,35.683,7.6762,0.031304,1,36.8
"16665",166039,0.5174,-11.555,6.9131,2.6276,0.55474,2.5341,10.28,15.411,0.7724,-0.050929,2,15
"15917",159711,0.4076,-55.15,6.6647,2.2478,0.55452,2.1532,9.344,12.92,0.6617,-0.0012874,4,3.5
"12959",131145,1.5089,7.5949,8.2445,5.9591,0.55438,5.2031,17.221,12.934,1.0358,-0.020516,4,2.5
"18526",182840,0.488,1.1401,9.8573,4.5964,0.55419,4.4956,22.105,28.15,1.6639,-0.10925,3,6.9
"9428",101125,0,30.32,33.695,44.945,0.55411,44.945,66.696,45.347,5.1898,0.09242,2,3.6
"18527",182841,0.4888,1.1401,9.8402,4.5884,0.55411,4.4878,22.067,28.101,1.661,-0.096819,4,6.9
"16482",165142,0,57.713,6.8958,2.4996,0.55376,2.4987,13.008,9.0591,1.6998,0.071869,5,12.9
"6449",77482,0,3.1685,17.67,5.2418,0.55366,5.2866,25.269,23.281,4.223,-0.084362,5,5.5
"8514",94625,0,18.442,65.17,15.435,0.55366,15.613,280.55,59.549,11.912,-0.32392,6,3.9
"5715",70580,0,39.97,12.077,5.8357,0.55353,5.2925,20.162,18.433,3.8739,-0.089707,3,26.8
"9630",103031,0,129.38,15.181,30.528,0.5532,29.817,41.595,26.07,2.9107,-0.23036,6,66.7
"8511",94622,0,18.442,64.531,15.294,0.5526,15.471,277.99,59.007,11.804,-0.26945,3,3.9
"1279",28596,0,9.2105,26.227,9.3981,0.55253,8.5648,35.981,27.438,4.9946,-0.017567,1,28.9
"6519",78176,0,24.514,76.897,3.4583,0.55247,3.2528,42.044,20.626,2.5538,0.06169,3,17.9
"16664",166038,0.5081,-11.555,7.015,2.6757,0.55237,2.5804,10.468,15.693,0.7865,-0.061229,1,15
"15578",156528,0,30.961,35.978,9.3704,0.55228,9.4384,116.76,46.494,17.534,0.0077943,1,35.1
"6521",78178,0,24.514,76.556,3.4458,0.55213,3.2411,41.892,20.551,2.5446,0.082626,5,17.9
"16104",160666,0,53.94,38.688,10.25,0.55205,10.239,101.95,52.696,19.161,-0.13801,5,14.8
"1282",28599,0,9.2105,23.356,8.4815,0.55172,7.7295,32.472,24.762,4.5075,-0.048483,4,28.9
"7612",87069,0.6722,222.57,8.3373,2.695,0.55162,2.3845,14.992,14.885,2.0698,-0.095841,4,-8
"2524",39945,0.4538,47.131,12.308,4.5629,0.55159,4.1285,18.396,53.898,2.0082,-0.035989,4,0
"16666",166040,0.5208,-11.555,6.8776,2.6108,0.55155,2.5179,10.215,15.313,0.7674,-0.032045,3,15
"14959",150035,0,12.541,21.447,8.5211,0.55153,8.1581,29.636,33.897,8.724,-0.035404,6,0
"20466",201250,0,24.468,6.3618,2.6535,0.55132,2.6535,13.94,12.753,1.2584,0.018695,5,1.9
"14347",144161,0,-4.9535,25.959,3.8009,0.5513,3.5795,24.624,8.9373,1.5759,-0.11376,6,37.3
"15919",159713,0.4167,-55.15,6.5514,2.1986,0.55117,2.106,9.1393,12.637,0.6472,0.0054705,6,3.5
"7098",83393,1.4474,-37.002,9.95,1.1277,0.55099,1.0361,24.226,6.509,0.6967,0.047528,6,2
"12982",131240,2.4638,-3.9062,8.4933,2.9215,0.55046,2.3708,16.872,12.517,1.0464,-0.054247,3,1
"20465",201249,0,24.468,6.432,2.6859,0.54992,2.6859,14.11,12.908,1.2738,0.05227,4,1.9
"14755",148487,0.7656,13.456,21.463,0.88,0.54979,0.8299,14.562,2.0103,1.4582,-0.045966,6,4.2
"8513",94624,0,18.442,66.156,15.652,0.54922,15.833,284.49,60.386,12.08,-0.31793,5,3.9
"1109",27466,0,42.527,35.727,3.749,0.54912,3.2181,52.447,27.744,6.9424,-0.11549,5,2
"19448",191658,0,-224.49,23.464,3.0952,0.5487,3.0383,46.205,69.389,0.3139,0.014922,1,-3
"14958",150034,0,12.541,21.529,8.5556,0.54805,8.1912,29.756,34.034,8.7594,-0.025384,5,0
"6067",74742,1.8382,33.333,5.8646,3.0752,0.54803,2.5808,12.941,9.2904,0.9208,0.019728,1,0.2
"15807",159079,6.1606,3.6658,5.3971,1.9275,0.54765,0.79,3.6955,2.5968,0.1944,-0.08056,2,1.1
"8512",94623,0,18.442,65.834,15.581,0.54737,15.761,283.2,60.112,12.025,-0.29369,4,3.9
"10093",106350,0.6637,16.256,10.126,2.0166,0.54722,1.6332,15.37,15.089,2.1157,0.0042528,1,13.1
"16678",166154,0,-5.1192,29.039,8.6082,0.54705,8.6003,72.909,40.736,15.518,0.084404,3,41.7
"1741",32640,0,-5.9314,30.948,11.141,0.54697,10.135,41.687,30.851,5.9378,-0.023121,1,22.3
"15470",155190,0,-53.182,14.89,2.3776,0.54679,2.3705,29.831,9.2339,2.2021,0.061025,1,8.7
"1108",27465,0,42.527,33.903,3.5662,0.54645,3.0611,49.889,26.391,6.6038,-0.14391,4,2
"17333",171981,0,29.302,32.948,10.446,0.54605,10.346,78.415,57.546,18.422,-0.081565,4,30.4
"6889",81258,3.7042,296.88,13.457,4.7878,0.54575,3.9799,27.372,9.3435,1.1212,-0.041729,1,28.2
"6815",80752,0,9.3647,20.336,35.335,0.54571,35.399,44.716,18.782,3.085,-0.1722,5,9.5
"6813",80750,0,9.3647,22.143,38.456,0.54559,38.526,48.666,20.441,3.3575,-0.14535,3,9.5
"9628",103029,0,129.38,14.545,28.876,0.54504,28.203,39.344,24.659,2.7532,-0.16228,4,66.7
"21987",217369,0.2432,0.8493,12.101,1.917,0.54501,1.91,49.916,21.5,2.9259,0.021018,2,52.8
"15810",159082,5.9898,3.6658,5.5248,1.9825,0.545,0.8126,3.8009,2.6708,0.2,-0.086089,5,1.1
"17118",170830,0,-3.4522,7.9497,3.5482,0.54491,3.4607,14.153,11.404,2.3167,0.010675,5,9.3
"19939",195569,0,11.463,7.1432,2.6691,0.54465,2.6691,15.711,22.06,1.1794,-0.067114,6,-1.8
"14754",148486,0.7639,13.456,21.476,0.8819,0.54431,0.8317,14.594,2.0146,1.4613,-0.044835,5,4.2
"6759",80522,0,-15.788,12.933,6.2631,0.544,5.6782,20.468,18.242,4.3307,-0.078518,3,35.5
"12960",131146,1.5232,7.5949,8.1652,5.9034,0.54387,5.1545,17.059,12.813,1.0261,-0.019937,5,2.5
"2151",36818,0,-6.1162,5.4634,5.4279,0.54384,5.0776,10.943,7.3839,0.6302,-0.13176,3,63
"14345",144159,0,-4.9535,24.466,3.5591,0.54359,3.3518,23.058,8.3687,1.4756,-0.066026,4,37.3
"2767",42036,0.0811,10.554,8.5512,6.3874,0.54351,5.982,15.849,37.254,0.9677,0.041236,1,8.6
"7234",84657,0,29.511,38.554,9.4919,0.54341,9.5007,145.53,40.212,7.6459,-0.0064951,4,-1.3
"17332",171980,0,29.302,33.531,10.618,0.54304,10.516,79.702,58.491,18.725,-0.085463,3,30.4
"1339",28992,0.8342,158.13,6.6739,3.1623,0.54252,2.7314,8.9322,13.184,1.2188,0.041773,1,-12.2
"14944",149828,0,21.54,27.065,11.057,0.54241,11.055,35.032,31.187,10.294,-0.049048,3,5.3
"6812",80749,0,9.3647,20.406,35.456,0.54235,35.52,44.869,18.846,3.0955,-0.1513,2,9.5
"8510",94621,0,18.442,63.228,15.008,0.54234,15.181,272.78,57.901,11.583,-0.2414,2,3.9
"16668",166042,0.5068,-11.555,7.0305,2.683,0.5419,2.5875,10.497,15.736,0.7886,-0.051216,5,15
"6520",78177,0,24.514,74.626,3.375,0.54184,3.1745,41.031,20.129,2.4923,0.059991,4,17.9
"12983",131241,2.456,-3.9062,8.5256,2.9308,0.54182,2.3783,16.926,12.557,1.0497,-0.054725,4,1
"12961",131147,1.5166,7.5949,8.2012,5.9287,0.5418,5.1766,17.133,12.868,1.0305,-0.010402,6,2.5
"15808",159080,6.1674,3.6658,5.3922,1.9254,0.5418,0.7892,3.6915,2.5939,0.1942,-0.080168,3,1.1
"19938",195568,0,11.463,7.1878,2.6883,0.54175,2.6883,15.824,22.218,1.1878,-0.055481,5,-1.8
"504",22397,0,-62.293,22.835,3.7421,0.54113,3.1692,72.709,31.609,2.0258,-0.079805,6,-69.5
"14927",149733,0,-386.96,25.168,2.215,0.54109,2.215,27.688,6.6758,2.0887,-0.12695,4,27.7
"6623",79096,1.8224,17.4,5.2937,3.1107,0.54099,2.5785,11.614,8.1041,0.9113,-0.072451,5,0
"6806",80725,0.4052,-3.6302,11.843,5.723,0.54062,5.2151,21.685,14.883,1.8285,-0.078774,2,16
"6761",80524,0,-15.788,12.428,6.0598,0.54026,5.4939,19.804,17.65,4.1901,-0.090783,5,35.5
"7614",87071,0.651,222.57,8.6021,2.7826,0.54005,2.462,15.479,15.369,2.1371,-0.12911,6,-8
"6891",81260,3.588,296.88,13.841,4.9429,0.54002,4.1088,28.259,9.6462,1.1575,-0.0027628,3,28.2
"6023",74014,0,-2.2549,14.209,5.2881,0.53985,4.7682,23.788,15.395,1.4854,-0.13014,5,12.1
"16483",165143,0,57.713,6.7356,2.4361,0.53967,2.4353,12.678,8.8293,1.6567,0.10965,6,12.9
"16105",160667,0,53.94,38.668,10.245,0.53948,10.234,101.9,52.671,19.152,-0.12786,6,14.8
"18525",182839,0.4825,1.1401,9.9689,4.6485,0.53948,4.5466,22.356,28.469,1.6828,-0.09443,2,6.9
"6892",81261,3.7282,296.88,13.382,4.757,0.53915,3.9543,27.197,9.2835,1.114,-0.028642,4,28.2
"15918",159712,0.4035,-55.15,6.7172,2.2706,0.53914,2.175,9.4387,13.051,0.6684,0.015448,5,3.5
"1910",34777,0.6821,-29.336,9.8086,3.4855,0.53908,3.076,12.382,16.977,1.463,0.074019,2,-28.5
"15549",156157,0,-0.518,24.09,10.01,0.53853,9.6156,33.453,38.646,9.7476,-0.05731,2,7.9
"18528",182842,0.4765,1.1401,10.095,4.7076,0.53816,4.6044,22.64,28.831,1.7042,-0.094907,5,6.9
"20463",201247,0,24.468,6.2488,2.6014,0.53815,2.6034,13.677,12.512,1.2347,0.059901,2,1.9
"20467",201251,0,24.468,6.2758,2.6138,0.53798,2.6138,13.732,12.562,1.2396,0.030523,6,1.9
"16669",166043,0.5028,-11.555,7.0752,2.7041,0.53789,2.6078,10.579,15.86,0.7948,-0.053792,6,15
"15809",159081,6.127,3.6658,5.4217,1.9381,0.53774,0.7944,3.7158,2.611,0.1955,-0.078981,4,1.1
"7093",83388,1.4512,-37.002,9.9055,1.1196,0.53765,1.0334,24.161,6.4917,0.6948,0.038268,1,2
"6174",75521,2.1216,4.6841,13.562,3.1161,0.53743,2.808,28.522,7.1387,1.484,0.12913,6,3.7
"2152",36819,0,-6.1162,5.8238,5.7823,0.53734,5.4091,11.658,7.866,0.6714,-0.14493,4,63
"14929",149735,0,-386.96,25.756,2.2799,0.53722,2.2799,28.499,6.8715,2.1499,-0.16025,6,27.7
"6216",75689,0,28.257,9.745,4.9655,0.53715,4.5007,17.031,14.765,3.4136,0.015273,6,77.1
"20464",201248,0,24.468,6.2328,2.594,0.5371,2.594,13.627,12.467,1.2302,0.048836,3,1.9
"6760",80523,0,-15.788,12.857,6.2323,0.53698,5.6503,20.368,18.153,4.3094,-0.096166,4,35.5
"1912",34779,0.6846,-29.336,9.9385,3.5417,0.53681,3.0648,12.337,16.915,1.4577,0.069839,4,-28.5
"6805",80724,0.4053,-3.6302,11.839,5.7209,0.53677,5.2132,21.677,14.877,1.8278,-0.005142,1,16
"10094",106351,0.6535,16.256,10.299,2.0481,0.53675,1.6587,15.61,15.325,2.1487,0.028065,2,13.1
"16680",166156,0,-5.1192,31.097,9.1663,0.53603,9.1579,77.636,43.377,16.525,0.077423,5,41.7
"14945",149829,0,21.54,27.345,11.171,0.53574,11.168,35.392,31.507,10.4,-0.068976,4,5.3
"6966",82133,0.5159,-27.121,13.373,2.6796,0.53562,2.365,26.544,33.836,2.4868,0.14313,6,18
"2522",39943,0.4609,47.131,12.133,4.4921,0.53561,4.0644,18.11,53.062,1.977,-0.053023,2,0
"16681",166157,0,-5.1192,31.871,9.3764,0.53548,9.3678,79.416,44.371,16.903,0.051563,6,41.7
"6816",80753,0,9.3647,21.153,36.746,0.53539,36.745,46.417,19.496,3.2023,-0.14149,6,9.5
"1107",27464,0,42.527,34.809,3.657,0.53487,3.1391,51.16,27.064,6.772,-0.12177,3,2
"16667",166041,0.508,-11.555,7.0166,2.6764,0.53427,2.5811,10.471,15.697,0.7867,-0.025464,4,15
"7858",89631,0,-10.191,52.004,11.628,0.53412,11.747,213.65,50.055,9.8002,-0.14054,4,8.2
"7859",89632,0,-10.191,50.799,11.384,0.53383,11.501,209.18,49.007,9.5949,-0.12947,5,8.2
"14505",146185,0,-7.3826,19.566,8.1621,0.53363,7.8335,26.621,26.356,7.952,-0.099919,2,-3
"14947",149831,0,21.54,27.437,11.208,0.53357,11.206,35.51,31.612,10.435,-0.094125,6,5.3
"19937",195567,0,11.463,7.1196,2.659,0.53351,2.659,15.651,21.976,1.1749,-0.028188,4,-1.8
"2770",42039,0.0836,10.554,8.3119,6.1992,0.53337,5.8057,15.382,36.156,0.9392,0.0097201,4,8.6
"2150",36817,0,-6.1162,5.3999,5.3655,0.53323,5.0192,10.818,7.2989,0.623,-0.05996,2,63
"6493",78036,0,-75.567,10.198,1.2652,0.53311,1.1876,23.328,11.016,1.6586,-0.01273,1,9.8
"7855",89628,0,-10.191,52.291,11.686,0.53283,11.806,214.72,50.305,9.8491,0.029397,1,8.2
"16599",165637,0,18.602,59.566,14.333,0.53239,14.333,128.55,229.35,4.5272,-0.078557,2,6.8
"15811",159083,6.1832,3.6658,5.3807,1.9205,0.53238,0.7871,3.682,2.5873,0.1937,-0.11097,6,1.1
"14942",149826,0,21.54,27.181,11.104,0.53231,10.946,34.688,30.88,10.193,-0.034267,1,5.3
"12956",131142,1.48,7.5949,8.4105,6.0755,0.53226,5.3049,17.557,13.187,1.0561,0.0078013,1,2.5
"17410",172394,0.6402,260.47,7.0052,2.6427,0.53217,2.563,17.979,12.502,1.0801,-0.011778,3,15.1
"17409",172393,0.6292,260.47,7.1353,2.6888,0.53197,2.6076,18.292,12.72,1.0989,-0.012814,2,15.1
"8702",95749,0,-115.33,7.1987,4.746,0.53153,4.9084,6.0447,2.7838,0.2261,-0.11914,2,87.2
"16598",165636,0,18.602,62.813,15.086,0.53119,15.119,135.6,241.94,4.7757,-0.0079569,1,6.8
"8832",96221,0,-48.117,24.457,5.4928,0.53097,4.5327,35.078,14.215,3.4324,-0.1073,6,0.8
"1909",34776,0.6524,-29.336,10.176,3.6443,0.53063,3.2162,12.947,17.75,1.5297,0.066178,1,-28.5
"5800",71229,0.9737,-21.709,7.8677,4.4151,0.53056,4.1396,14.285,116.64,1.652,0.098472,4,-27.1
"6758",80521,0,-15.788,12.683,6.1622,0.53028,5.5868,20.139,17.949,4.261,-0.049175,2,35.5
"2768",42037,0.0834,10.554,8.3255,6.2098,0.52975,5.8157,15.408,36.219,0.9408,0.030486,2,8.6
"12981",131239,2.4649,-3.9062,8.4887,2.9202,0.52974,2.3697,16.865,12.512,1.0459,-0.050408,2,1
"6622",79095,1.8467,17.4,5.2099,3.0698,0.52968,2.5446,11.461,7.9976,0.8993,-0.062101,4,0
"7154",84331,0,16.609,11.068,3.1373,0.52941,2.889,30.787,16.86,0.6694,-0.076497,2,14.7
"14753",148485,0.7648,13.456,21.47,0.881,0.52892,0.8308,14.578,2.0124,1.4597,-0.047852,4,4.2
"7611",87068,0.6621,222.57,8.4615,2.7361,0.5288,2.4208,15.221,15.112,2.1014,-0.022964,3,-8
"5961",73106,0,6.6671,16.789,5.1753,0.52852,5.2007,24.634,23.168,4.0164,-0.10258,3,9.1
"6890",81259,3.6806,296.88,13.534,4.8185,0.52845,4.0054,27.548,9.4035,1.1284,0.0036345,2,28.2
"12985",131243,2.4274,-3.9062,8.6456,2.9654,0.52832,2.4064,17.126,12.705,1.0621,-0.073932,6,1
"2526",39947,0.4724,47.131,12.726,4.7318,0.52822,3.9652,17.668,51.767,1.9287,0.0025047,6,0
