,DY,EBITG,EV2EBITDA,M2B,MOMENTUM,PB,PE,PF,PS,RETURN,days
17886,11.174000000000001,17.242,3.8493,8.0536,0.016558,6.2245,5.6154,5.069,1.4022,0.022677000000000003,1
17887,11.427999999999999,17.242,3.7717,7.875,0.064551,6.0865,5.4908,4.9566,1.3711,0.040326999999999995,2
17888,11.625,17.242,3.7335,7.7871,0.014634000000000001,5.9832,5.3977,4.8725,1.3479,0.066186,3
17889,11.914000000000001,17.242,3.6515,7.5983,0.043391000000000006,5.8381,5.2668,4.7544,1.3152,0.059046,4
17890,11.834000000000001,17.242,3.6738,7.6495,0.010323,5.8775,5.3023,4.7864,1.3241,0.074883,5
17891,12.011,17.242,3.6248,7.5368,0.033018,5.7909,5.2242,4.7159,1.3045,0.085849,6
17910,2.4856,31.756999999999998,10.745999999999999,3.472,0.18345999999999998,2.5248,18.082,19.459,2.6362,0.009579700000000002,1
17911,2.5094,31.756999999999998,10.637,3.4389999999999996,0.20317000000000002,2.5008,17.91,19.274,2.6112,0.028339999999999997,2
17912,2.556,31.756999999999998,10.43,3.3763,0.22512,2.4552,17.583,18.923,2.5636,0.05230599999999999,3
17913,2.6156,31.756999999999998,10.177,3.2994,0.22582,2.3993,17.183,18.492,2.5052,0.053304,4
17914,2.6181,31.756999999999998,10.166,3.2962,0.20519,2.397,17.167,18.474,2.5028,0.048815,5
17915,2.6069,31.756999999999998,10.213,3.3104,0.16755,2.4073,17.24,18.553,2.5135,0.045347000000000005,6
17982,0.7945,-2.6178,10.027999999999999,5.0885,-0.18938,4.2924,23.930999999999997,13.275,4.3289,-0.008357700000000001,1
17983,0.7879,-2.6178,10.121,5.1313,-0.19326,4.3286,24.131999999999998,13.386,4.3653,-0.0049312,2
17984,0.7906,-2.6178,10.083,5.1137,-0.19437000000000001,4.3137,24.049,13.341,4.3503,0.010515,3
17985,0.8029,-2.6178,9.9138,5.0355,-0.19529000000000002,4.2478,23.682,13.137,4.2838,0.021769,4
17986,0.8118,-2.6178,9.7937,4.98,-0.23351999999999998,4.2010000000000005,23.421,12.992,4.2366,0.038063,5
17987,0.8248,-2.6178,9.6244,4.9019,-0.24006,4.135,23.053,12.788,4.1701,0.051039999999999995,6
18018,0.0,117.93,21.851999999999997,7.4264,-0.11850999999999999,6.7425,30.899,24.877,3.6263,0.02621,1
18019,0.0,117.93,21.201999999999998,7.2367,-0.12976,6.5703,30.11,24.241999999999997,3.5337,0.013568,2
18020,0.0,117.93,21.511,7.327000000000001,-0.17576,6.6523,30.485,24.544,3.5778,0.0010265,3
18021,0.0,117.93,21.826,7.4187,-0.21598,6.7356,30.866999999999997,24.851999999999997,3.6226,0.048936,4
18022,0.0,117.93,20.664,7.0799,-0.15595,6.428,29.456999999999997,23.717,3.4571,0.13606,5
18023,0.0,117.93,18.801,6.5369,-0.1133,5.935,27.198,21.898000000000003,3.1919999999999997,0.14168,6
18132,0.8912,10.323,11.064,6.5702,-0.083719,5.5496,22.064,25.502,3.3906,-0.009918399999999999,1
18133,0.8823,10.323,11.17,6.636,-0.077956,5.6052,22.285,25.758000000000003,3.4246,0.0019021,2
18134,0.8929,10.323,11.044,6.5577,-0.059455999999999995,5.5391,22.022,25.454,3.3842,0.00017113,3
18135,0.8913,10.323,11.062000000000001,6.5691,-0.080942,5.5486,22.06,25.498,3.39,0.024413999999999998,4
18136,0.9129,10.323,10.811,6.4136,-0.095148,5.4173,21.538,24.894000000000002,3.3098,0.015253999999999998,5
18137,0.9048,10.323,10.905,6.4715,-0.089959,5.4662,21.733,25.119,3.3397,-0.0049838999999999994,6
18168,3.9147,25.54,12.892999999999999,3.5128,-0.082798,2.425,13.995,18.549,1.8118,0.00052858,1
18169,3.9168,25.54,12.886,3.5109,-0.085368,2.4237,13.988,18.539,1.8109,-0.002884,2
18170,3.9034,25.54,12.927999999999999,3.523,-0.09892000000000001,2.432,14.036,18.602,1.8171,0.0029046,3
18171,3.9261,25.54,12.857000000000001,3.5026,-0.092054,2.418,13.955,18.495,1.8066,0.0021100000000000003,4
18172,3.923,25.54,12.867,3.5054,-0.10825,2.4199,13.966,18.51,1.808,0.011715999999999999,5
18173,3.9606,25.54,12.749,3.4721,-0.10264000000000001,2.3969,13.833,18.334,1.7908,0.011984999999999999,6
18180,5.7029,-35.876999999999995,8.8256,2.7559,-0.086052,1.7716,8.5972,8.2517,2.6506,0.0018385,1
18181,5.7134,-35.876999999999995,8.8076,2.7509,-0.10995999999999999,1.7683,8.5814,8.2366,2.6458,0.012272,2
18182,5.7729,-35.876999999999995,8.7068,2.7225,-0.10475999999999999,1.7501,8.493,8.1517,2.6185,0.016811000000000003,3
18183,5.7988,-35.876999999999995,8.6636,2.7104,-0.11523,1.7423,8.4551,8.1153,2.6068,0.021774,4
18184,5.8271,-35.876999999999995,8.6168,2.6972,-0.11595,1.7339,8.4141,8.0759,2.5942,0.028724,5
18185,5.8667,-35.876999999999995,8.552,2.679,-0.1389,1.7221,8.3572,8.0213,2.5766,0.038928,6
18192,0.5723,-17.634,8.5566,3.7084,0.1605,2.8997,13.937000000000001,28.704,2.4325,0.0024712,1
18193,0.5737,-17.634,8.5335,3.6993,0.16083,2.8925,13.902000000000001,28.634,2.4265,-0.025406,2
18194,0.5577,-17.634,8.801,3.8051,0.15825999999999998,2.9752,14.3,29.453000000000003,2.4959,-0.016967,3
18195,0.5626,-17.634,8.7184,3.7724,0.15065,2.9497,14.177,29.2,2.4745,-0.023055000000000003,4
18196,0.5591,-17.634,8.7779,3.7959,0.12915,2.9681,14.265999999999998,29.381999999999998,2.4899,-0.022046,5
18197,0.5596,-17.634,8.7679,3.792,0.13367,2.965,14.251,29.351999999999997,2.4874,-0.032050999999999996,6
18204,1.1602,-5.3707,10.259,6.6583,-0.09834,5.6041,16.597,7.2826,2.0919,-0.015424,1
18205,1.1423,-5.3707,10.35,6.7626,-0.10372999999999999,5.6919,16.857,7.3967,2.1247,-0.019082,2
18206,1.1381,-5.3707,10.373,6.7878,-0.10192000000000001,5.7131,16.92,7.4243,2.1326,-0.017587000000000002,3
18207,1.1398,-5.3707,10.363,6.7775,-0.10357000000000001,5.7044,16.895,7.412999999999999,2.1293,-0.015590999999999999,4
18208,1.1421,-5.3707,10.350999999999999,6.7637,-0.10677,5.6928,16.86,7.3979,2.125,-0.022877,5
18209,1.1337,-5.3707,10.395999999999999,6.8142,-0.11149,5.7353,16.986,7.4531,2.1409,-0.019908000000000002,6
18210,1.1445,1.2658,7.2651,1.7389,-0.26833,1.4115,12.322000000000001,30.177,1.3281,0.0053453,1
18211,1.1506,1.2658,7.2359,1.7296,-0.2628,1.4040000000000001,12.255999999999998,30.016,1.3211,0.009315100000000002,2
18212,1.1552,1.2658,7.2145,1.7228,-0.26915,1.3985,12.208,29.898000000000003,1.3158,0.0036445,3
18213,1.1487,1.2658,7.2451,1.7326,-0.29596999999999996,1.4064,12.277000000000001,30.066999999999997,1.3233,0.029677,4
18214,1.1785,1.2658,7.1071,1.6887,-0.29017,1.3708,11.966,29.307,1.2898,0.042906,5
18215,1.1936,1.2658,7.0396,1.6673,-0.29394000000000003,1.3535,11.815,28.935,1.2735,0.054289,6
18228,2.9657,-19.134,12.418,4.9539,-0.076151,3.6101,12.911,12.463,2.7089999999999996,-0.0085684,1
18229,2.9404,-19.134,12.524000000000001,4.9967,-0.08369299999999999,3.6413,13.022,12.571,2.7323,-0.007826600000000001,2
18230,2.9425,-19.134,12.515,4.993,-0.086576,3.6386,13.012,12.561,2.7303,0.0046279,3
18231,2.9795,-19.134,12.360999999999999,4.9311,-0.096777,3.5935,12.850999999999999,12.405999999999999,2.6965,0.0096104,4
18232,2.9943,-19.134,12.300999999999998,4.9067,-0.11575999999999999,3.5757,12.788,12.344000000000001,2.6832,0.008095999999999999,5
18233,2.9898,-19.134,12.319,4.9141,-0.10330999999999999,3.5811,12.807,12.363,2.6872,0.0067307,6
18258,2.1445,-66.232,6.5597,1.3038,0.52355,1.1208,5.8729,184.98,0.4859,-0.014527000000000002,1
18259,2.1134,-66.232,6.62,1.3230000000000002,0.53774,1.1373,5.9595,187.71,0.493,0.0014776,2
18260,2.1477,-66.232,6.5536,1.3018,0.50902,1.1192,5.8642,184.71,0.4851,0.0059324,3
18261,2.1572,-66.232,6.5355,1.2961,0.46487,1.1142,5.8382,183.89,0.483,0.0296,4
18262,2.208,-66.232,6.4419,1.2663,0.43304,1.0886,5.704,179.66,0.4719,0.027654,5
18263,2.2038,-66.232,6.4495,1.2687,0.4251,1.0907,5.7148,180.0,0.4728,0.044667,6
18270,0.0,140.3,10.98,2.2769,-0.14583,1.1916,8.4919,6.1166,0.5313,-0.010081,1
18271,0.0,140.3,11.062999999999999,2.3,-0.11110999999999999,1.2038,8.5784,6.1789,0.5367,-0.0083192,2
18272,0.0,140.3,11.048,2.2959,-0.10865,1.2016,8.5631,6.1679,0.5357,-0.01765,3
18273,0.0,140.3,11.126,2.3178,-0.11765,1.2131,8.6445,6.2265,0.5408,-0.029633999999999997,4
18274,0.0,140.3,11.229000000000001,2.3464,-0.13124,1.228,8.7512,6.3034,0.5475,-0.018223,5
18275,0.0,140.3,11.130999999999998,2.3191,-0.13159,1.2138,8.6495,6.2302,0.5411,-0.033567,6
18348,0.0,52.133,23.307,4.0715,0.47192,4.0716,50.778,56.413000000000004,5.9941,-0.007923600000000001,1
18349,0.0,52.133,23.509,4.104,0.42173,4.1041,51.183,56.864,6.0419,-0.024893000000000002,2
18350,0.0,52.133,23.95,4.1754,0.39604,4.1755,52.074,57.853,6.1471,-0.05611,3
18351,0.0,52.133,24.804000000000002,4.3135,0.37349,4.3136,53.79600000000001,59.766999999999996,6.3504,-0.06384400000000001,4
18352,0.0,52.133,25.025,4.3491,0.42639,4.3492,54.24100000000001,60.26,6.4028,-0.06892999999999999,5
18353,0.0,52.133,25.171999999999997,4.3729,0.27284,4.373,54.537,60.59,6.4378,-0.060959000000000006,6
18456,4.0481,-12.437999999999999,8.2846,4.0521,-0.10890999999999999,2.6553,12.199000000000002,12.179,1.6928,0.0045035,1
18457,4.0663,-12.437999999999999,8.2564,4.0339,-0.10935,2.6434,12.144,12.124,1.6853,-0.00049817,2
18458,4.0461,-12.437999999999999,8.2877,4.0541,-0.091419,2.6567,12.205,12.185,1.6937,0.004672,3
18459,4.067,-12.437999999999999,8.2554,4.0333,-0.075738,2.6430000000000002,12.142000000000001,12.122,1.685,0.00635,4
18460,4.0738,-12.437999999999999,8.2449,4.0265,-0.070811,2.6386,12.122,12.102,1.6822,0.0090476,5
18461,4.0847,-12.437999999999999,8.2282,4.0158,-0.062593,2.6315,12.09,12.069,1.6777,0.009723,6
18462,4.2088,-20.175,4.1291,1.2938,-0.069501,0.6815,3.2993,9.461,0.3214,0.025086,1
18463,4.3144,-20.175,4.0488,1.2621,-0.054389,0.6648,3.2186,9.2295,0.3135,0.015949,2
18464,4.2759,-20.175,4.0776,1.2735,-0.065553,0.6708,3.2475,9.3125,0.3163,0.037693,3
18465,4.3674,-20.175,4.0098,1.2468,0.0035789000000000003,0.6567,3.1795,9.1173,0.3097,0.022345,4
18466,4.3028,-20.175,4.0574,1.2655,-0.030899,0.6666,3.2272,9.2542,0.3143,0.03439,5
18467,4.3535,-20.175,4.02,1.2508,-0.009848200000000001,0.6588,3.1896,9.1465,0.3107,0.017859,6
18468,0.0,9.589,18.849,4.0673,0.24563000000000001,3.3878,13.293,39.28,4.6994,-0.0084205,1
18469,0.0,9.589,19.017,4.1018,0.19002,3.4165,13.405999999999999,39.613,4.7393,-0.025346,2
18470,0.0,9.589,19.363,4.1731,0.27505999999999997,3.4759,13.638,40.301,4.8216,-0.026356,3
18471,0.0,9.589,19.384,4.1774,0.25788,3.4795,13.652000000000001,40.343,4.8266,-0.031365,4
18472,0.0,9.589,19.489,4.199,0.30575,3.4974,13.722999999999999,40.551,4.8515,-0.060349,5
18473,0.0,9.589,20.12,4.3285,0.30841999999999997,3.6053,14.145999999999999,41.802,5.0012,-0.059408,6
18486,3.0709,-10.417,10.522,3.5882,-0.21986,2.5363,14.095999999999998,15.411,1.892,0.011273,1
18487,3.1055,-10.417,10.417,3.5482,-0.23803000000000002,2.508,13.939,15.239,1.8709,0.00089135,2
18488,3.0736,-10.417,10.514000000000001,3.585,-0.24991999999999998,2.5341,14.084000000000001,15.397,1.8903,0.0058378,3
18489,3.0888,-10.417,10.467,3.5674,-0.24275,2.5216,14.015,15.321,1.881,-0.00021492,4
18490,3.0702,-10.417,10.524000000000001,3.589,-0.23774,2.5369,14.099,15.414000000000001,1.8924,0.006273,5
18491,3.0902,-10.417,10.463,3.5658,-0.22521,2.5205,14.008,15.315,1.8802,0.014234,6
18510,1.4553,-15.418,17.930999999999997,4.4453,0.21828000000000003,3.6103,20.211,19.366,6.5815,-0.0098686,1
18511,1.4409,-15.418,18.146,4.4896,0.22789,3.6463,20.412,19.559,6.647,-0.01904,2
18512,1.4276,-15.418,18.349,4.5316,0.22758,3.6804,20.603,19.742,6.7092,-0.0093547,3
18513,1.4416,-15.418,18.135,4.4873,0.23655,3.6444,20.401,19.549,6.6436,-0.02705,4
18514,1.4159,-15.418,18.53,4.5689,0.21504,3.7107,20.773000000000003,19.905,6.7644,-0.033953,5
18515,1.4059,-15.418,18.688,4.6015,0.25003000000000003,3.7372,20.921,20.047,6.8128,-0.037609,6
18534,0.0,9.244,14.15,3.5964,0.094328,3.6045,27.897,5.7912,1.3625,-0.0063917999999999996,1
18535,0.0,9.244,14.274000000000001,3.6195,0.13080999999999998,3.6277,28.076999999999998,5.8285,1.3713,-0.035371,2
18536,0.0,9.244,14.860999999999999,3.7286,0.1196,3.737,28.923000000000002,6.0041,1.4126,-0.022019999999999998,3
18537,0.0,9.244,14.585,3.6774,0.1576,3.6856,28.526,5.9216,1.3932,-0.046611,4
18538,0.0,9.244,15.100999999999999,3.7733,0.10146000000000001,3.7817,29.269000000000002,6.0760000000000005,1.4295,-0.043089999999999996,5
18539,0.0,9.244,15.020999999999999,3.7584,0.16043,3.7668,29.154,6.0520000000000005,1.4239,-0.041615,6
18540,0.0,8.4754,11.220999999999998,1.3547,-0.039555,0.9824,15.383,10.9,2.4988,-0.0051424999999999995,1
18541,0.0,8.4754,11.283,1.3617,0.09387000000000001,0.9875,15.463,10.957,2.5118,-0.007354600000000001,2
18542,0.0,8.4754,11.309000000000001,1.3648,0.089635,0.9897,15.497,10.981,2.5174,-0.019150999999999998,3
18543,0.0,8.4754,11.453,1.3812,0.090709,1.0016,15.684000000000001,11.113,2.5476,-0.024651,4
18544,0.0,8.4754,11.520999999999999,1.389,0.09983099999999999,1.0072,15.772,11.175999999999998,2.562,-0.021362,5
18545,0.0,8.4754,11.48,1.3843,0.09942999999999999,1.0038,15.719000000000001,11.138,2.5534,-0.1499,6
18576,2.7618,3.5714,10.915,5.0242,-0.2049,2.1856,9.366,13.982000000000001,1.3208,0.0018730999999999997,1
18577,2.7669,3.5714,10.895,5.0149,-0.22096,2.1815,9.3485,13.956,1.3183,0.003543,2
18578,2.7716,3.5714,10.877,5.0065,-0.22348,2.1778,9.3329,13.933,1.3161,-0.014731999999999999,3
18579,2.7211,3.5714,11.077,5.0994,-0.21079,2.2182,9.506,14.190999999999999,1.3405,-0.017745,4
18580,2.7127,3.5714,11.11,5.115,-0.18875,2.2251,9.5352,14.235,1.3446,-0.0047511,5
18581,2.7486,3.5714,10.967,5.0482,-0.20592,2.1959999999999997,9.4107,14.049000000000001,1.3271,0.0073230000000000005,6
18612,5.126,75.138,8.2381,2.3543,0.028881,1.6428,6.8052,11.833,0.5732,0.017172,1
18613,5.2139999999999995,75.138,8.1221,2.3145,0.020097999999999998,1.6151,6.6903,11.633,0.5635,0.0081479,2
18614,5.1678,75.138,8.1826,2.3352,0.0021943,1.6295,6.7502,11.738,0.5686,-0.00047479,3
18615,5.1236,75.138,8.2414,2.3554,-0.032507999999999995,1.6436,6.8084,11.839,0.5735,0.027356000000000002,4
18616,5.2663,75.138,8.0552,2.2916,-0.019083000000000003,1.5991,6.624,11.517999999999999,0.5579,0.032147,5
18617,5.2908,75.138,8.0241,2.2809,-0.024975,1.5917,6.5933,11.465,0.5554,0.036472000000000004,6
18714,2.6321,-26.59,4.3208,2.0184,-0.0085015,1.4752,6.7763,8.548,1.6777,0.024617,1
18715,2.6969,-26.59,4.221,1.9699,0.004160100000000001,1.4398,6.6135,8.3426,1.6373,0.054553,2
18716,2.7757,-26.59,4.1059,1.9140000000000001,0.03988,1.3989,6.4257,8.1058,1.5909,0.032401,3
18717,2.7174,-26.59,4.1904,1.955,-0.011346,1.4289,6.5636,8.2797,1.625,0.05939,4
18718,2.7884,-26.59,4.0879,1.9052,0.02514,1.3925,6.3964,8.0688,1.5836,0.049760000000000006,5
18719,2.7631,-26.59,4.1239,1.9227,-0.0072331,1.4053,6.455,8.1428,1.5981,0.060363,6
18726,1.5639,-22.396,16.506,8.3428,-0.14143,6.4848,19.595,20.590999999999998,5.2999,0.011384,1
18727,1.5817,-22.396,16.301,8.2488,-0.13819,6.4118,19.375,20.359,5.2403,0.012041,2
18728,1.5827,-22.396,16.289,8.2435,-0.14177,6.4076,19.362000000000002,20.346,5.2369,-0.00064572,3
18729,1.5629,-22.396,16.518,8.3481,-0.14987999999999999,6.489,19.608,20.604,5.3033,0.0029016,4
18730,1.5684,-22.396,16.453,8.3186,-0.13299,6.466,19.539,20.531,5.2846,-0.00032091,5
18731,1.5634,-22.396,16.512,8.3455,-0.15311,6.4869,19.602,20.596999999999998,5.3016,-0.0022461,6
18738,6.2567,-11.69,14.195,1.9846,-0.311,1.1651,11.415999999999999,11.527000000000001,1.3284,0.035916000000000003,1
18739,6.4814,-11.69,13.802,1.9158,-0.30737,1.1247,11.020999999999999,11.127,1.2823,0.038558999999999996,2
18740,6.4979,-11.69,13.774000000000001,1.9109,-0.32194,1.1218,10.992,11.099,1.2791,0.044481,3
18741,6.535,-11.69,13.712,1.9,-0.32345999999999997,1.1155,10.93,11.036,1.2718,0.045975,4
18742,6.5443,-11.69,13.696,1.8973,-0.32513000000000003,1.1139,10.915,11.02,1.27,0.062048,5
18743,6.6449,-11.69,13.532,1.8686,-0.33198,1.097,10.749,10.853,1.2508,0.057753,6
18744,1.5127,7.7128,7.7906,1.7079,-0.18214,1.3997,13.31,33.599000000000004,1.3721,-0.012827000000000002,1
18745,1.4933,7.7128,7.8731,1.7301,-0.17414000000000002,1.4179,13.482999999999999,34.036,1.3899,0.017312,2
18746,1.5389,7.7128,7.6826,1.6789,-0.19733,1.3759,13.084000000000001,33.027,1.3487,0.0065421,3
18747,1.5226,7.7128,7.7494,1.6968,-0.18077000000000001,1.3906,13.224,33.381,1.3632,0.0024819000000000004,4
18748,1.5165,7.7128,7.7749,1.7037,-0.12004000000000001,1.3962,13.277000000000001,33.516,1.3687,0.031052999999999997,5
18749,1.5597,7.7128,7.5995,1.6565,-0.15817,1.3576,12.909,32.586999999999996,1.3308,0.016036,6
18768,6.1455,-70.018,15.379000000000001,5.313,-0.19136,3.5789,17.192999999999998,27.531999999999996,2.0112,0.012,1
18769,6.2192,-70.018,15.208,5.25,-0.20182,3.5365,16.989,27.205,1.9873,0.019261,2
18770,6.2638,-70.018,15.106,5.2126,-0.20013,3.5113,16.868,27.011,1.9732,0.013519,3
18771,6.2286,-70.018,15.187000000000001,5.2421,-0.20324,3.5312,16.964000000000002,27.164,1.9844,0.012,4
18772,6.2192,-70.018,15.208,5.25,-0.185,3.5365,16.989,27.205,1.9873,0.0044643,5
18773,6.1729,-70.018,15.315,5.2894,-0.19905,3.563,17.117,27.409000000000002,2.0022,0.015806999999999998,6
18882,1.0056,0.9206,8.0355,4.0542,0.18625,3.532,14.225999999999999,9.4305,2.3,-0.013599000000000002,1
18883,0.9919,0.9206,8.1465,4.1101,0.21185,3.5807,14.422,9.5606,2.3317,0.00033722,2
18884,1.0059,0.9206,8.0328,4.0528,0.17119,3.5309,14.220999999999998,9.4274,2.2992,0.014325999999999998,3
18885,1.02,0.9206,7.9218,3.997,0.21291999999999997,3.4822,14.025,9.2974,2.2675,0.012598999999999999,4
18886,1.0182,0.9206,7.9353,4.0038,0.25871,3.4881,14.049000000000001,9.3132,2.2714,0.03877,5
18887,1.0446,0.9206,7.735,3.9029,0.26599,3.4002,13.695,9.0786,2.2142,0.023400999999999998,6
18912,3.1229,6.308,10.05,5.6555,0.024036000000000002,4.221,8.2257,9.2945,0.7106,-0.0016745999999999998,1
18913,3.1177,6.308,10.06,5.665,0.029377999999999998,4.2281,8.2395,9.3101,0.7118,0.0011747,2
18914,3.1266,6.308,10.043,5.6489,0.024658000000000003,4.216,8.2161,9.2836,0.7098,0.025098,3
18915,3.2013,6.308,9.9046,5.5171,0.056612,4.1176,8.0243,9.067,0.6932,0.004379999999999999,4
18916,3.1366,6.308,10.024,5.6309,0.0033946,4.2026,8.1899,9.254,0.7075,-0.0045078,5
18917,3.1088,6.308,10.077,5.6812,0.0048167999999999996,4.2401,8.263,9.3366,0.7139,0.00033471,6
18924,4.1996,20.611,9.5808,3.7561,-0.37363,2.4448,10.823,7.773,1.0442,0.004614899999999999,1
18925,4.218999999999999,20.611,9.5342,3.7389,-0.38097,2.4335,10.774000000000001,7.7373,1.0394,-0.0033228000000000003,2
18926,4.1856,20.611,9.6147,3.7687,-0.384,2.4529,10.86,7.7989999999999995,1.0476,0.0,3
18927,4.1996,20.611,9.5808,3.7561,-0.39989,2.4448,10.823,7.773,1.0442,0.014825,4
18928,4.2619,20.611,9.4327,3.7012,-0.39865,2.4091,10.665,7.6595,1.0289,0.019141,5
18929,4.28,20.611,9.3903,3.6856,-0.39508000000000004,2.3989,10.62,7.627000000000001,1.0245,0.030541000000000002,6
18948,7.532,3.9299,6.021,2.2756,-0.2287,1.2902,9.3923,8.9385,0.7103,0.008799,1
18949,7.5983,3.9299,5.9867,2.2557,-0.23023000000000002,1.2790000000000001,9.3103,8.8605,0.7041,-0.006306399999999999,2
18950,7.4845,3.9299,6.0459,2.29,-0.22355999999999998,1.2984,9.4519,8.9952,0.7148,0.0090687,3
18951,7.6003,3.9299,5.9857,2.2551,-0.24031,1.2786,9.3079,8.8582,0.7039,0.015568,4
18952,7.6492,3.9299,5.9608,2.2407,-0.25044,1.2705,9.2483,8.8015,0.6994,0.015568,5
18953,7.6492,3.9299,5.9608,2.2407,-0.24175,1.2705,9.2483,8.8015,0.6994,0.0069193,6
18990,0.0,-30.869,18.024,2.3955,-0.31768,2.0340000000000003,62.591,76.592,1.3193,-0.024447,1
18991,0.0,-30.869,18.383,2.4556,-0.32904,2.085,64.15899999999999,78.51100000000001,1.3524,-0.06513300000000001,2
18992,0.0,-30.869,19.021,2.5625,-0.32499,2.1757,66.952,81.928,1.4112,-0.076389,3
18993,0.0,-30.869,19.208,2.5937,-0.32871,2.2022,67.767,82.926,1.4284,-0.057626,4
18994,0.0,-30.869,18.899,2.542,-0.32709,2.1584,66.418,81.27600000000001,1.4,-0.08064500000000001,5
18995,0.0,-30.869,19.28,2.6057,-0.28411,2.2124,68.081,83.31,1.4351,-0.090701,6
18996,0.8476,-49.553999999999995,4.1743,2.1165,-0.25311999999999996,1.9224,5.894,7.7271,0.5168,0.0023136999999999997,1
18997,0.8496,-49.553999999999995,4.1644,2.1116,-0.29996999999999996,1.9180000000000001,5.8804,7.7092,0.5156,0.009450299999999998,2
18998,0.8556,-49.553999999999995,4.1339999999999995,2.0967,-0.29323,1.9044,5.8388,7.6547,0.512,0.038211,3
18999,0.88,-49.553999999999995,4.0157,2.0386,-0.34053,1.8517,5.6771,7.4427,0.4978,0.08215499999999999,4
19000,0.9172,-49.553999999999995,3.8471,1.9558,-0.33841,1.7765,5.4466,7.1404,0.4776,0.079606,5
19001,0.9151,-49.553999999999995,3.8565,1.9605,-0.29038,1.7807,5.4594,7.1573,0.4787,0.11367999999999999,6
19086,2.5176,7.3014,13.458,3.2157,-0.13061,2.3721,16.128,16.976,2.1066,0.00030803,1
19087,2.5183,7.3014,13.454,3.2148,-0.1281,2.3714,16.123,16.971,2.1059,-0.00061549,2
19088,2.516,7.3014,13.465,3.2177,-0.13704000000000002,2.3736,16.137999999999998,16.987000000000002,2.1079,-0.0096169,3
19089,2.4933,7.3014,13.571,3.247,-0.13831,2.3952,16.285,17.141,2.127,-0.011578,4
19090,2.4884,7.3014,13.594000000000001,3.2534,-0.12700999999999998,2.3999,16.317,17.175,2.1313,-0.012782,5
19091,2.4854,7.3014,13.609000000000002,3.2574,-0.11715,2.4028,16.337,17.195999999999998,2.1339,-0.018309,6
19110,4.9584,57.181000000000004,13.225999999999999,5.6267,-0.30416,3.7844,12.117,11.559000000000001,2.9542,-0.010435999999999999,1
19111,4.9067,57.181000000000004,13.365,5.686,-0.2934,3.8243,12.244000000000002,11.681,2.9854,-0.01065,2
19112,4.9056,57.181000000000004,13.367,5.6872,-0.30151,3.8251,12.247,11.684000000000001,2.986,-0.015359999999999999,3
19113,4.8823,57.181000000000004,13.431,5.7144,-0.31765,3.8434,12.306,11.739,3.0003,-0.004808,4
19114,4.9346,57.181000000000004,13.29,5.6539,-0.31543000000000004,3.8027,12.175,11.615,2.9685,0.0046373000000000004,5
19115,4.9814,57.181000000000004,13.165,5.6007,-0.30672,3.7669,12.061,11.505999999999998,2.9406,-0.001973,6
19224,4.655,0.7335,10.727,5.434,0.052835,3.5977,10.978,10.71,2.4167,-0.0022722,1
19225,4.6444,0.7335,10.751,5.4463,0.049269,3.6059,11.003,10.735,2.4222,-0.0011388,2
19226,4.6497,0.7335,10.739,5.4401,0.041533999999999995,3.6018,10.99,10.722000000000001,2.4195,-0.007528399999999999,3
19227,4.6199,0.7335,10.808,5.4752,0.043629,3.625,11.061,10.790999999999999,2.4351,-0.01125,4
19228,4.6026,0.7335,10.849,5.4958,0.05145,3.6386,11.102,10.832,2.4442,0.0015176999999999999,5
19229,4.6621,0.7335,10.71,5.4257,0.04585,3.5922,10.960999999999999,10.694,2.4131,0.0,6
19236,1.8065,9.7486,7.1997,1.4567,-0.23238000000000003,0.7438,10.568,10.845,1.1069,0.011937999999999999,1
19237,1.8281,9.7486,7.1403,1.4395,-0.24891,0.735,10.443,10.717,1.0938,0.010081999999999999,2
19238,1.8247,9.7486,7.1494,1.4422,-0.25004,0.7364,10.462,10.735999999999999,1.0958,0.0,3
19239,1.8065,9.7486,7.1997,1.4567,-0.22563000000000002,0.7438,10.568,10.845,1.1069,-0.021315,4
19240,1.768,9.7486,7.3093,1.4884,-0.22326,0.76,10.798,11.081,1.131,-0.018701,5
19241,1.7727,9.7486,7.2956,1.4845,-0.22365,0.758,10.769,11.050999999999998,1.128,-0.021748,6
19296,27.986,-17.903,13.709000000000001,4.6309,-0.16847,0.6279,2.9005,2.0135,0.6884,-0.0059077,1
19297,27.820999999999998,-17.903,13.788,4.6585,-0.18287,0.6317,2.9177,2.0255,0.6925,-0.0052325,2
19298,27.84,-17.903,13.779000000000002,4.6553,-0.18566,0.6312,2.9157,2.0241,0.6920000000000001,-0.0035279000000000005,3
19299,27.886999999999997,-17.903,13.755999999999998,4.6473,-0.19058,0.6301,2.9108,2.0206,0.6909,-0.0043225,4
19300,27.865,-17.903,13.767000000000001,4.651,-0.19588,0.6306,2.9131,2.0222,0.6914,-0.0025057,5
19301,27.916,-17.903,13.742,4.6426,-0.19751,0.6295,2.9078,2.0186,0.6902,0.005398600000000001,6
19338,5.598,6.1257,4.2513,0.5657,-0.21394000000000002,0.9825,8.7943,11.037,0.8199,-0.0096672,1
19339,5.5439,6.1257,4.277,0.5712,-0.20911,0.9921,8.8801,11.145,0.8279,0.0083911,2
19340,5.645,6.1257,4.2294,0.561,-0.20523000000000002,0.9743,8.7211,10.945,0.813,0.00201,3
