"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days"
"21121",206796,4.7969,-170.42,9.4696,1.0243,0.50245,0.648,6.8892,6.8841,0.3815,0,1
"4612",60117,2.9221,6.4492,6.9593,1.8873,0.50232,1.4524,9.1289,6.0569,0.3419,0.014833,4
"21936",216473,2.264,-31.663,4.9296,1.2903,0.50224,1.2595,9.6111,8.5125,1.4571,-0.0098126,6
"5055",64766,0.986,3.955,8.0938,2.0124,0.50213,1.8418,26.227,64.122,0.3578,-0.015168,3
"20947",205764,3.0827,-13.134,7.5201,3.037,0.50213,2.9274,13.212,23.018,2.8345,-0.0066119,1
"21123",206798,4.771,-170.42,9.5001,1.0298,0.50163,0.6515,6.9265,6.9214,0.3836,0.014283,3
"10678",111027,0.2171,8.6957,5.1748,1.0675,0.50152,0.9955,17.21,9.722,0.4348,0.011617,4
"11202",115721,2.1005,-30,5.6982,1.9954,0.50128,1.8828,15.924,6.0833,2.8679,0.0095543,6
"21469",211308,2.383,20.778,8.4304,0.7295,0.50072,0.7125,11.092,2.4463,1.3383,-0.015669,1
"4178",55837,5.2639,-42.848,4.6096,1.9452,0.50068,1.4814,9.132,10.296,1.5689,-0.051486,2
"11165",115390,2.6024,-37.979,3.7862,1.7848,0.50043,1.4531,6.6102,3.6292,0.1759,-0.010575,5
"5504",68461,30.035,-2.0744,5.877,4.9914,0.50027,2.3741,6.7638,2.267,0.4755,0.019917,2
"11635",118506,5.8903,-95.37,8.8006,4.8086,0.49994,4.2847,9.4107,17.759,0.5955,-0.019024,1
"4709",60886,8.0814,16.227,5.9169,4.847,0.49969,3.4988,8.8387,5.4025,1.2484,0.034009,5
"21038",206239,4.0869,47.807,7.6972,2.3518,0.49964,2.2499,12.744,13.9,3.0007,0.0093605,2
"13158",132167,5.0549,192.29,18.805,6.0997,0.4995,4.9955,31.825,8.4735,1.5172,0.054811,6
"4724",61027,8.0096,-26.927,6.6998,2.7721,0.4994,2.0455,5.7959,11.327,1.7208,-0.024373,2
"3904",52467,10.102,-8.205,4.9825,1.5654,0.49905,0.9657,6.8271,4.5463,0.5133,-0.13488,4
"5058",64769,0.9824,3.955,8.117,2.0197,0.49899,1.8484,26.322,64.353,0.3591,-0.027753,6
"5031",64070,0.8355,-103.38,4.9472,1.1367,0.49888,1.0746,6.2454,319.65,1.5961,0.056199,3
"22327",219954,4.2296,-92.472,8.9103,0.9355,0.49856,0.9098,16.839,20.728,1.1968,-0.013704,1
"21334",208965,2.2216,1.4637,4.6622,1.2855,0.49704,1.2316,9.1113,6.7258,1.4043,0.064349,4
"4468",57699,0,-46.321,6.1905,2.132,0.49655,2.1365,7.1311,11.822,0.799,-0.1383,4
"2069",36166,2.4029,22.988,5.5324,3.2671,0.49623,2.2371,7.9005,12.716,1.0655,-0.035212,5
"4213",56160,5.5038,-5.6617,6.1602,3.1654,0.4958,2.1915,8.7186,7.7131,1.2837,0.0094989,1
"10465",109848,3.3332,-20.15,5.6241,1.4258,0.49551,1.1384,8.7144,7.5109,0.3234,0.037957,1
"5022",63749,1.9718,-26.221,6.6311,1.1013,0.49536,0.9708,9.182,13.224,0.9125,0.12834,6
"3492",48725,0,7.1471,15.37,4.7061,0.49515,4.7503,23.718,61.398,3.7421,0.014754,6
"18710",183403,3.9726,5.2602,10.495,6.315,0.49464,5.5711,14.089,11.107,2.784,0.056411,2
"3525",49262,1.0559,2.7816,7.0793,1.3053,0.49397,1.0359,8.9487,12.942,1.0105,-0.013313,3
"3527",49264,1.0544,2.7816,7.0692,1.3029,0.49397,1.0373,8.9613,12.961,1.0119,0.021771,5
"18711",183404,4.1871,5.2602,10.04,5.9914,0.49365,5.2857,13.367,10.538,2.6414,0.054846,3
"22436",222133,5.3914,-863.89,29.705,1.3127,0.49303,1.2688,9.025,17.86,0.287,0.015227,2
"21796",214671,3.9851,-20.02,6.8836,1.0003,0.49268,0.9615,12.156,22.922,1.1579,-0.036089,4
"3972",53291,0.9701,-0.8051,7.163,1.2345,0.49258,1.1002,10.826,24.923,0.4318,-0.11593,6
"10423",109626,0.999,-33.303,4.8794,1.6369,0.49256,1.3824,9.292,7.4435,1.5362,0.0082509,1
"3202",46557,6.5316,-110.09,8.1285,2.6632,0.4925,1.7772,8.4369,11.763,0.7013,0.059717,4
"3331",47364,1.6877,7.2222,8.3452,1.586,0.49223,0.8285,10.793,4.4271,0.3824,0.018881,1
"3002",44605,0,-19.915,10.695,3.12,0.49198,3.1266,9.3012,8.06,1.412,0.0039012,2
"3829",51852,6.1643,5.2351,2.7597,0.883,0.49187,0.4739,2.3753,3.8108,0.1964,-0.065304,1
"587",22894,2.9109,-35.6,7.0835,1.0495,0.49168,0.9075,5.9794,11.274,0.4204,0.080165,5
"21933",216470,2.3008,-31.663,4.8319,1.2697,0.49136,1.2393,9.4573,8.3762,1.4338,0.020194,3
"10677",111026,0.2171,8.6957,5.1748,1.0675,0.49109,0.9955,17.21,9.722,0.4348,0.011617,3
"11864",121141,1.2039,-28.462,4.9884,2.1374,0.49096,1.9936,8.1859,33.465,1.0416,0.0077147,2
"4726",61029,7.8509,-26.927,6.8442,2.8282,0.49087,2.0869,5.913,11.556,1.7555,-0.017914,4
"19199",188398,6.9957,-122.98,11.262,3.0793,0.49083,2.7572,15.132,14.155,1.226,0.059733,5
"16970",168181,1.6781,-125.22,20.399,7.1829,0.49078,6.7862,16.091,17.289,0.6406,0.018663,2
"4638",60365,2.1343,53.961,5.7363,1.7226,0.49058,1.4691,9.6594,20.065,0.3284,0.036702,6
"4127",55384,2.8605,20.955,5.6019,1.8452,0.49043,0.6937,2.9872,2.3933,0.2344,0.13723,5
"4437",57584,4.9204,-36.211,9.083,0.7915,0.49029,0.4311,11.62,1.6503,0.6133,-0.012118,3
"2785",42204,9.2036,-37.931,9.2929,1.6246,0.49014,1.2773,13.871,15.388,1.2496,-0.022522,1
"4840",61785,3.2059,-25.274,6.0038,4.6206,0.4899,3.7565,8.4674,8.8697,2.3036,-0.049597,4
"10801",111864,0,25.581,5.8828,0.7583,0.48989,0.759,15.81,7.1251,0.2819,-0.041758,1
"2414",38413,0,14.483,9.5651,1.1998,0.48986,1.2001,10.474,48.47,2.1617,0.035146,2
"22257",218978,3.5534,2475.5,7.0296,1.4493,0.48976,1.4099,9.3081,10.596,0.34,0.00026273,3
"22331",219958,3.839,-92.472,9.6049,1.0307,0.48947,1.0023,18.553,22.837,1.3186,-0.069856,5
"22592",223045,2.5053,-6.1702,17.966,1.3655,0.48945,1.3485,27.811,22.757,3.3439,-0.0088395,2
"3912",52631,2.8308,-3.4642,2.7788,1.6237,0.48933,1.2108,4.2444,5.0503,1.2915,-0.095053,6
"4216",56163,5.5152,-5.6617,6.1507,3.1589,0.48888,2.187,8.7006,7.6971,1.281,0.007583,4
"2473",38916,0,4.9333,16.665,5.399,0.48866,5.3553,26.124,67.779,4.2371,-0.045455,1
"4378",57111,0,-6.0191,8.282,1.5817,0.48756,1.4992,15.965,12.626,2.5155,0.05402,4
"11930",121441,4.8369,33.693,4.2245,2.2194,0.48744,1.9,7.3417,13.159,1.5484,0.037106,2
"21351",209186,2.5391,-16.312,9.4448,2.5562,0.4874,2.4857,13.755,17.532,1.9698,0.095908,3
"16972",168183,1.7143,-125.22,20.066,7.0313,0.48708,6.643,15.752,16.924,0.627,0.022072,4
"10466",109849,3.4597,-20.15,5.4445,1.3736,0.48683,1.0967,8.3958,7.2362,0.3115,0.054899,2
"5265",65960,0,-24.762,13.935,1.8978,0.48682,1.8933,51.056,30.1,3.3352,0.08275,3
"4405",57306,1.0405,-103.38,3.5735,0.8973,0.48669,0.8466,3.9551,9.9307,1.1712,-0.026757,1
"3907",52626,3.6011,-3.4642,2.1891,1.2764,0.48648,0.9518,3.3365,3.97,1.0153,-0.079009,1
"12538",126783,1.9082,363.86,12.607,0.4531,0.48634,0.4224,24.779,0.8644,0.6888,0.032474,4
"730",23757,0.6265,-128.22,10.531,1.0954,0.48591,1.0104,9.4406,30.465,0.4918,-0.0046537,4
"22255",218976,3.466,2475.5,7.1251,1.4858,0.48576,1.4454,9.5427,10.863,0.3486,-0.020203,1
"7807",89376,0,-218.87,8.2374,1.8412,0.48546,1.7169,10.587,31.209,1.2542,-0.038956,1
"11360",116515,1.2787,-10.48,7.0466,2.1791,0.48543,2.09,10.353,51.736,1.2634,0.050366,2
"4501",58524,0,0.0245,8.9311,3.0755,0.48494,3.0806,13.933,23.241,2.1391,0.046899,1
"4459",57690,0,-28.566,6.4843,2.4864,0.48466,2.1056,9.858,6.9646,1.9734,0.020247,1
"3830",51853,5.7618,5.2351,2.9115,0.9447,0.48401,0.507,2.5412,4.0771,0.2101,0.027614,2
"9457",101286,0,-131.29,5.2946,9.9122,0.48343,9.6116,5.4634,5.5356,0.2205,-0.005527,1
"4627",60300,2.3569,-61.228,8.4953,2.6772,0.4833,2.403,10.437,24.829,1.014,0.034164,1
"11188",115563,0.5645,9.2379,5.6684,1.9878,0.48318,1.6673,8.3575,20.754,1.7679,0.004969,4
"22594",223047,2.4614,-6.1702,18.134,1.3899,0.48285,1.3725,28.307,23.163,3.4035,-0.027468,4
"2790",42209,9.1206,-37.931,9.3439,1.6394,0.48267,1.289,13.997,15.528,1.261,-0.024259,6
"5215",65796,0.2661,0.2347,9.1361,44.813,0.48249,36.914,11.302,8.6722,2.0871,0.013889,1
"18781",183942,6.3998,-42.122,11.351,3.0906,0.48204,2.7358,15.836,12.8,1.336,-0.0031521,1
"5383",66660,2.8052,-23.162,10.11,2.5447,0.48152,2.2741,16.955,15.525,1.0427,-0.021102,1
"10614",110639,0,-19.83,8.3516,1.5119,0.48144,1.4275,18.454,11.333,2.2057,0.070866,6
"2788",42207,8.8237,-37.931,9.5343,1.6945,0.48125,1.3323,14.468,16.05,1.3034,-0.032275,4
"3864",52109,9.7389,8.3779,6.6702,2.6516,0.48108,1.9426,8.8322,8.2914,1.2485,-0.062566,6
"13031",131266,7.965,-497.52,42.461,1.2037,0.48105,0.4783,2.4246,3.2376,0.1242,0.02945,5
"4812",61607,2.8777,-50.727,3.9945,1.7231,0.48104,1.3142,6.1527,9.4492,1.7061,-0.039583,6
"14356",143559,2.1446,-27.031,4.0704,2.7917,0.4807,2.5721,8.7698,7.6616,2.0573,-0.064682,4
"4727",61030,8.0252,-26.927,6.6859,2.7668,0.48051,2.0416,5.7846,11.305,1.7174,-0.031863,5
"17585",173536,1.2966,5.1948,9.9388,3.5523,0.48049,3.3747,23.038,36.006,0.9442,0.022524,5
"17583",173534,1.2954,5.1948,9.9482,3.5555,0.48046,3.3777,23.058,36.038,0.9451,0.0093768,3
"20949",205766,3.062,-13.134,7.5625,3.0576,0.47997,2.9473,13.301,23.175,2.8537,-0.023999,3
"9780",104495,0.4048,29.632,6.3501,2.0406,0.47948,1.729,11.185,8.9474,1.9299,0.011945,6
"22259",218980,3.5314,2475.5,7.0532,1.4583,0.47935,1.4187,9.3662,10.662,0.3422,0.00079402,5
"2413",38412,0,14.483,9.6913,1.2215,0.4791,1.2219,10.664,49.347,2.2008,0.018107,1
"11906",121369,0.2311,-85.034,4.2381,0.88,0.4788,0.8423,21.641,9.6839,0.3672,-0.012519,2
"21124",206799,4.8654,-170.42,9.3904,1.0099,0.47846,0.6389,6.7921,6.7872,0.3761,0.017643,4
"22437",222134,5.4383,-863.89,29.467,1.3014,0.47837,1.2578,8.9471,17.706,0.2845,0.0043038,3
"21935",216472,2.3182,-31.663,4.7868,1.2601,0.47833,1.23,9.3862,8.3133,1.423,-0.0049305,5
"2541",40022,4.1992,-29.195,6.471,2.6095,0.47824,2.0448,9.5256,20.305,0.5129,0.039694,3
"11214",115787,0.2145,-34.667,5.2807,0.986,0.47821,0.9425,20.331,14.127,0.4157,0.050057,6
"11213",115786,0.2104,-34.667,5.3748,1.0053,0.47799,0.9609,20.728,14.402,0.4239,0.03559,5
"3894",52415,5.4565,-1.1888,6.5845,2.9432,0.4778,2.019,8.5058,11.548,1.2378,-0.0059786,6
"2539",40020,3.9909,-29.195,6.7348,2.7457,0.47779,2.1515,10.023,21.365,0.5396,0.037828,1
"21332",208963,2.2329,1.4637,4.6331,1.279,0.47759,1.2253,9.0649,6.6915,1.3972,0.076817,2
"11908",121371,0.2352,-85.034,4.1586,0.8647,0.47689,0.8278,21.266,9.5161,0.3608,-0.03072,4
"12344",125545,0,-40.461,5.9411,1.8023,0.47664,1.6784,10.295,11.97,1.787,-0.0032031,2
"11863",121140,1.1818,-28.462,5.0753,2.1775,0.47606,2.0309,8.3391,34.091,1.0611,0.018715,1
"20952",205769,2.9752,-13.134,7.7458,3.1467,0.4759,3.0332,13.689,23.85,2.9369,-0.016041,6
"10754",111475,3.7814,-10.297,7.0593,0.8616,0.4758,0.4889,4.7886,3.8614,0.2776,0.051266,2
"21471",211310,2.372,20.778,8.4504,0.7329,0.47563,0.7159,11.144,2.4577,1.3446,0.048005,3
"5609",69910,0,-2.1047,27.248,7.4916,0.47552,7.522,95.847,32.809,4.9651,-0.063812,5
"21040",206241,4.1329,47.807,7.5788,2.3256,0.47522,2.2249,12.602,13.746,2.9673,0.05639,4
"3692",51067,4.5385,33.22,4.779,2.1947,0.47511,1.6393,8.2507,7.8511,1.6405,0.089098,2
"4548",58871,14.87,-2.371,4.6205,0.8478,0.47499,0.4621,4.2871,2.6416,0.573,-0.087724,6
"2540",40021,4.1418,-29.195,6.5411,2.6457,0.47478,2.0731,9.6577,20.586,0.52,0.052209,2
"8543",94666,0,73.807,7.6584,1.2497,0.47434,1.2074,18.958,24.802,1.1375,0.015889,5
"4817",61642,2.5761,-41.192,5.8944,1.5193,0.47429,1.2875,9.0004,16.916,1.1844,0.024254,5
"2415",38414,0,14.483,9.4503,1.18,0.47426,1.1804,10.302,47.672,2.1261,0.034281,3
"11905",121368,0.2367,-85.034,4.1302,0.8593,0.47366,0.8225,21.132,9.4562,0.3585,-0.023513,1
"18782",183943,6.3797,-42.122,11.382,3.1004,0.47318,2.7445,15.886,12.841,1.3402,0.01471,2
"728",23755,0.6203,-128.22,10.601,1.1064,0.47263,1.0206,9.5361,30.773,0.4968,-0.020423,2
"12873",129548,0,82.831,2.099,1.0002,0.47253,0.8749,4.2606,12.604,0.177,-0.00051149,3
"3523",49260,1.0596,2.7816,7.0609,1.301,0.47241,1.0322,8.917,12.896,1.0069,0.0085945,1
"21353",209188,2.5502,-16.312,9.4042,2.545,0.47238,2.4749,13.695,17.455,1.9613,0.064591,5
"14135",141880,4.4458,-9150,6.844,1.8799,0.47225,1.6406,5.6663,6.7224,0.1143,-0.057436,5
"79",18348,0,52.133,23.307,4.0715,0.47192,4.0716,50.778,56.413,5.9941,-0.0079236,1
"21395",210220,3.655,-14.251,5.1069,4.1343,0.47182,3.9265,10.41,11.773,0.6538,0.071905,5
"3526",49263,1.0455,2.7816,7.1282,1.3167,0.47096,1.0461,9.0373,13.07,1.0205,-0.0049469,4
"21042",206243,4.219,47.807,7.4217,2.2909,0.47071,2.1795,12.345,13.465,2.9068,0.058926,6
"11162",115387,2.6043,-37.979,3.7836,1.7836,0.47056,1.4521,6.6055,3.6266,0.1758,0.023704,2
"5507",68464,29.992,-2.0744,5.8797,4.9985,0.47042,2.3775,6.7735,2.2702,0.4761,0.021384,5
"10855",112374,4.4943,-12.002,8.5249,5.4177,0.47022,4.7681,10.89,23.182,0.7641,-0.0021684,1
"4344",56699,7.4496,-52.287,2.6851,1.2348,0.47013,0.6771,2.3089,11.452,0.1707,0.0026325,6
"3946",53055,0,-21.942,6.6477,1.072,0.46993,0.7833,11.329,5.7705,1.4234,0.037813,4
"14354",143557,2.212,-27.031,3.8696,2.7067,0.46979,2.4937,8.5026,7.4282,1.9946,0.016887,2
"11197",115716,2.0953,-30,5.7203,2.0003,0.46946,1.8875,15.964,6.0983,2.875,-0.00082871,1
"19200",188399,7.0922,-122.98,11.129,3.0367,0.46943,2.7198,14.926,13.963,1.2094,0.061506,6
"20365",199956,1.9528,-83.071,12.506,2.0921,0.46926,2.0406,15.54,73.79,1.1482,-0.036934,1
"11211",115784,0.2114,-34.667,5.3526,1.0007,0.46908,0.9566,20.635,14.338,0.4219,0.0055667,3
"3660",50927,1.4342,-22.188,7.8489,2.5353,0.46905,2.1304,13.012,33.749,0.4651,-0.0033496,6
"2543",40024,4.2115,-29.195,6.4563,2.6018,0.46895,2.0388,9.4978,20.245,0.5114,0.047274,5
"16971",168182,1.696,-125.22,20.232,7.1071,0.46887,6.7146,15.921,17.106,0.6338,0.02965,3
"4838",61783,3.2447,-25.274,5.9205,4.5652,0.46874,3.7115,8.366,8.7635,2.276,0.0091354,2
"19780",194145,6.592,-122.98,12.024,3.3485,0.46865,3.0445,16.209,16.921,1.3175,-0.0073693,4
"4610",60115,2.9401,6.4492,6.9259,1.8757,0.46844,1.4435,9.0731,6.0199,0.3398,0.062795,2
"10572",110495,0.0827,16.771,8.4857,0.4059,0.46814,0.3993,5.8963,1.8389,0.674,0.09147,6
"3945",53054,0,-21.942,6.3545,1.0255,0.46779,0.7493,10.838,5.5204,1.3617,0.036358,3
"7362",85391,0,-14.513,6.24,4.6757,0.46744,4.3296,9.6548,9.5253,3.7762,-0.052676,6
"3659",50926,1.4884,-22.188,7.5715,2.443,0.46709,2.0528,12.538,32.52,0.4482,-0.0069779,5
"4444",57597,6.7674,43.49,9.3761,2.3363,0.46704,1.4625,9.5656,52.989,0.9234,-0.036589,4
"18783",183944,6.494,-42.122,11.204,3.0458,0.46701,2.6961,15.607,12.615,1.3166,0.0097572,3
"4379",57112,0,-6.0191,8.1106,1.5566,0.46693,1.4755,15.712,12.426,2.4757,0.080728,5
"21931",216468,2.2752,-31.663,4.8995,1.284,0.46679,1.2533,9.5638,8.4705,1.4499,0.0087341,1
"11361",116516,1.2989,-10.48,6.9658,2.1452,0.46633,2.0575,10.192,50.931,1.2437,0.086311,3
"21349",209184,2.3791,-16.312,10.072,2.7281,0.4663,2.6529,14.68,18.711,2.1023,0.025114,1
"16969",168180,1.6649,-125.22,20.523,7.2398,0.46544,6.8399,16.219,17.425,0.6456,0.007915,1
"22256",218977,3.396,2475.5,7.2051,1.5165,0.46541,1.4752,9.7395,11.087,0.3558,0.025201,2
"4614",60119,2.8485,6.4492,7.1004,1.936,0.46506,1.4899,9.3646,6.2133,0.3507,0.029436,6
"3910",52629,3.3749,-3.4642,2.3343,1.3619,0.46505,1.0156,3.5601,4.2361,1.0833,-0.15041,4
"3970",53289,1.0078,-0.8051,6.9412,1.1883,0.46488,1.059,10.421,23.99,0.4156,-0.08867,4
"70",18261,2.1572,-66.232,6.5355,1.2961,0.46487,1.1142,5.8382,183.89,0.483,0.0296,4
"3741",51422,8.0832,930.28,7.092,2.0623,0.46465,1.3758,6.9711,10.956,0.5456,-0.02232,3
