"","output","output.1","output.2","output.3","output.4","output.5","output.6","output.7","output.8","output.9","output.10","output.11"
"51",13,0,0.0769230769230769,0,0.0769230769230769,0,0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,1488153600
"52",11,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0,0,0.0909090909090909,0,0.181818181818182,1488153600
"53",9,0,0,0,0,0,0,0,0.111111111111111,0,0.111111111111111,1488153600
"54",10,0,0.1,0,0,0,0,0,0.1,0,0.1,1488153600
"55",12,0,0,0,0,0,0,0,0.0833333333333333,0.0833333333333333,0,1488153600
"56",11,0,0.0909090909090909,0,0,0,0,0,0,0.0909090909090909,0,1488153600
"57",12,0,0,0,0,0,0,0,0,0,0.0833333333333333,1488153600
"58",9,0,0.111111111111111,0,0,0,0,0,0.222222222222222,0,0.222222222222222,1488153600
"59",12,0,0,0,0,0,0,0,0,0,0,1488153600
"60",11,0,0,0,0,0,0,0,0,0,0,1488153600
"61",11,0.0909090909090909,0.0909090909090909,0,0,0,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0.0909090909090909,1488153600
"62",8,0,0,0,0,0,0,0,0,0,0,1488153600
"63",12,0,0,0,0,0,0.0833333333333333,0,0,0.0833333333333333,0,1488153600
"64",8,0,0,0,0,0,0,0,0,0,0,1488153600
"65",9,0,0.222222222222222,0,0,0,0,0,0.222222222222222,0,0.222222222222222,1488153600
"66",11,0,0.0909090909090909,0,0,0,0,0,0,0,0.181818181818182,1488153600
"67",7,0,0,0,0,0,0,0,0,0,0,1488153600
"68",14,0.0714285714285714,0,0,0.0714285714285714,0,0.0714285714285714,0,0,0.0714285714285714,0,1488153600
"69",10,0,0.1,0,0,0,0,0,0,0,0.1,1488153600
"70",12,0.0833333333333333,0,0,0.0833333333333333,0,0,0,0,0,0,1488153600
"71",10,0,0,0,0,0,0,0,0,0,0.1,1488153600
"72",13,0,0.0769230769230769,0,0.0769230769230769,0,0,0,0.0769230769230769,0.0769230769230769,0.0769230769230769,1488153600
"73",7,0,0,0,0,0,0,0,0,0,0,1488153600
